,ZIP,State,Lat,Lng,Size,Tract,State_code,County,Percent Estimate!!VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans
452,49426,MI,42.8,-85.9,1,023002,26,139,4.3
453,49506,MI,42.94,-85.62,1,003400,26,081,6.5
454,49507,MI,42.93,-85.65,1,003700,26,081,2.9
455,49668,MI,44.4,-85.7,1,380300,26,165,12.4
456,50135,IA,41.7,-92.9,1,040100,19,099,10.2
457,50219,IA,41.4,-92.9,1,030200,19,125,4.9
458,50263,IA,41.6,-93.9,5,050902,19,049,6.4
459,50266,IA,41.56,-93.81,1,050811,19,049,3.4
460,50627,IA,42.3,-93.1,1,480500,19,083,9.1
461,50651,IA,42.3,-92.2,2,002902,19,013,9.6
462,50701,IA,42.4,-92.4,2,003002,19,013,9.7
463,51334,IA,43.4,-94.8,4,070300,19,063,5.9
464,51534,IA,41.0,-95.7,1,040201,19,129,9.0
465,52241,IA,41.69,-91.59,1,000302,19,103,2.9
466,52314,IA,41.9,-91.5,1,010700,19,113,9.7
467,52753,IA,41.63,-90.4,1,010101,19,163,7.9
468,52803,IA,41.54,-90.56,1,011600,19,163,8.0
469,53005,WI,43.06,-88.1,1,201000,55,133,7.3
470,53072,WI,43.1,-88.3,2,203303,55,133,9.4
471,53097,WI,43.24,-87.98,1,660100,55,089,7.7
472,53149,WI,42.9,-88.3,4,202001,55,133,8.2
473,53150,WI,42.88,-88.13,1,201900,55,133,8.5
474,53154,WI,42.89,-87.89,4,160203,55,079,7.3
475,53202,WI,43.04,-87.89,1,980000,55,079,-666666666.0
476,53207,WI,42.97,-87.9,1,020900,55,079,6.7
477,53211,WI,43.07,-87.89,2,007800,55,079,2.1
478,53581,WI,43.4,-90.4,1,970200,55,103,8.8
479,53593,WI,43.0,-89.6,1,010904,55,025,7.1
480,53719,WI,43.03,-89.5,1,000504,55,025,2.2
481,53901,WI,43.5,-89.5,1,970600,55,021,13.3
482,53916,WI,43.5,-88.9,2,960600,55,027,6.8
483,54313,WI,44.6,-88.1,1,020204,55,009,7.7
484,54401,WI,45.0,-89.7,1,001500,55,073,7.0
485,54452,WI,45.2,-89.7,1,960700,55,069,13.5
486,54455,WI,44.8,-89.7,1,001202,55,073,10.0
487,54467,WI,44.4,-89.5,1,961300,55,097,8.4
488,54665,WI,43.5,-90.9,1,960500,55,123,10.6
489,54666,WI,44.2,-90.4,1,960100,55,053,9.7
490,54901,WI,44.07,-88.52,4,001600,55,139,8.1
491,55014,MN,45.19,-93.13,4,050229,27,003,5.8
492,55057,MN,44.5,-93.2,1,061502,27,037,10.3
493,55082,MN,45.1,-92.8,1,070404,27,163,8.7
494,55106,MN,44.94,-93.05,1,980000,27,123,-666666666.0
495,55108,MN,44.98,-93.18,4,042001,27,123,2.3
496,55113,MN,45.01,-93.16,2,041800,27,123,8.2
497,55116,MN,44.91,-93.17,1,037500,27,123,5.8
498,55123,MN,44.8,-93.14,1,060732,27,037,5.2
499,55125,MN,44.92,-92.94,4,071013,27,163,10.2
500,55126,MN,45.08,-93.14,1,040707,27,123,7.2
501,55301,MN,45.24,-93.67,2,100801,27,171,6.9
502,55315,MN,44.72,-93.68,1,091100,27,019,7.6
503,55347,MN,44.83,-93.46,2,026018,27,053,6.5
504,55352,MN,44.7,-93.6,1,080800,27,139,5.1
505,55369,MN,45.13,-93.46,1,026708,27,053,9.5
506,55378,MN,44.76,-93.37,2,080202,27,139,3.6
507,55408,MN,44.94,-93.29,1,109200,27,053,3.7
508,55410,MN,44.91,-93.31,1,111300,27,053,3.5
509,55411,MN,45.0,-93.3,1,102100,27,053,4.3
510,55431,MN,44.83,-93.31,1,025702,27,053,12.9
511,55438,MN,44.82,-93.38,1,025906,27,053,7.1
512,55443,MN,45.12,-93.33,2,026823,27,053,5.3
513,56071,MN,44.5,-93.6,1,950100,27,079,7.1
514,57042,SD,44.0,-97.2,1,960100,46,079,12.0
515,57105,SD,43.52,-96.73,1,001500,46,099,4.3
516,57701,SD,44.1,-103.2,3,010400,46,103,13.8
517,57719,SD,44.2,-103.0,1,020500,46,093,15.6
518,59718,MT,45.6,-111.1,1,000502,30,031,4.9
519,59725,MT,45.0,-112.9,1,000100,30,001,11.4
520,59801,MT,46.86,-113.99,1,000500,30,063,4.6
521,59860,MT,47.8,-114.2,1,940303,30,047,13.5
522,59870,MT,46.5,-114.1,2,000201,30,081,10.9
523,59937,MT,48.5,-114.6,2,000100,30,029,13.0
524,60002,IL,42.5,-88.1,2,002906,55,059,7.3
525,60012,IL,42.28,-88.31,1,870803,17,111,7.0
526,60045,IL,42.24,-87.87,1,863500,17,097,7.1
527,60046,IL,42.41,-88.06,4,861013,17,097,7.7
528,60047,IL,42.21,-88.04,1,864402,17,097,3.6
529,60056,IL,42.06,-87.93,1,804901,17,031,7.1
530,60060,IL,42.27,-88.04,1,864105,17,097,5.3
531,60068,IL,42.02,-87.84,1,805501,17,031,5.3
532,60115,IL,41.9,-88.7,1,001600,17,037,5.1
533,60130,IL,41.87,-87.82,1,816100,17,031,6.1
534,60139,IL,41.92,-88.08,1,840911,17,043,7.2
535,60154,IL,41.85,-87.89,1,818402,17,031,8.3
536,60173,IL,42.04,-88.05,1,804603,17,031,1.6
537,60188,IL,41.92,-88.13,1,841210,17,043,4.1
538,60189,IL,41.83,-88.12,2,842601,17,043,3.5
539,60302,IL,41.89,-87.79,4,812400,17,031,4.7
540,60304,IL,41.87,-87.78,1,813100,17,031,4.3
541,60401,IL,41.34,-87.62,1,883902,17,197,7.4
542,60402,IL,41.83,-87.78,1,815500,17,031,4.8
543,60423,IL,41.48,-87.84,1,883504,17,197,10.7
544,60451,IL,41.51,-87.96,1,881115,17,197,4.6
545,60513,IL,41.83,-87.85,4,818800,17,031,8.0
546,60515,IL,41.81,-88.03,1,844802,17,043,4.7
547,60527,IL,41.74,-87.95,3,845811,17,043,5.5
548,60534,IL,41.81,-87.82,1,819200,17,031,4.8
549,60542,IL,41.8,-88.35,1,853001,17,089,3.8
550,60565,IL,41.72,-88.11,1,880118,17,197,3.8
551,60605,IL,41.87,-87.62,1,320600,17,031,3.0
552,60608,IL,41.85,-87.68,1,841300,17,031,4.7
553,60613,IL,41.95,-87.65,2,061000,17,031,2.2
554,60615,IL,41.81,-87.6,1,390200,17,031,5.0
555,60630,IL,41.97,-87.76,1,110502,17,031,4.2
556,60634,IL,41.95,-87.81,1,170400,17,031,5.1
557,60640,IL,41.97,-87.66,1,031100,17,031,4.4
558,60654,IL,41.89,-87.64,1,842300,17,031,1.8
559,61008,IL,42.2,-88.8,4,010400,17,007,6.4
560,61073,IL,42.42,-88.99,1,003904,17,201,6.6
561,61550,IL,40.61,-89.43,1,021606,17,179,9.1
562,61701,IL,40.47,-88.99,1,005900,17,113,9.6
563,62269,IL,38.6,-89.91,4,504351,17,163,20.4
564,62281,IL,38.71,-89.79,1,403702,17,119,10.7
565,62711,IL,39.76,-89.72,1,003604,17,167,10.4
566,63017,MO,38.67,-90.53,2,215231,29,189,7.7
567,63021,MO,38.56,-90.53,3,217932,29,189,9.0
568,63026,MO,38.5,-90.46,1,700210,29,099,8.3
569,63073,MO,38.5,-90.7,1,221503,29,189,7.3
570,63110,MO,38.63,-90.27,1,112100,29,510,8.1
571,63116,MO,38.58,-90.27,1,115100,29,510,7.7
572,63119,MO,38.59,-90.32,1,219600,29,189,8.0
573,63124,MO,38.64,-90.38,1,217500,29,189,9.6
574,63129,MO,38.45,-90.33,2,220444,29,189,5.4
575,63130,MO,38.67,-90.32,1,215900,29,189,8.0
576,63303,MO,38.75,-90.54,2,311146,29,183,7.2
577,63366,MO,38.9,-90.7,2,311500,29,183,9.6
578,63368,MO,38.75,-90.73,2,311154,29,183,10.5
579,64014,MO,39.01,-94.25,1,014105,29,095,8.5
580,64048,MO,39.44,-94.35,1,021804,29,047,11.9
581,64111,MO,39.06,-94.59,6,016700,29,095,1.9
582,64113,MO,39.01,-94.59,4,008600,29,095,6.2
583,64114,MO,38.96,-94.6,1,009900,29,095,7.1
584,64137,MO,38.94,-94.54,1,010201,29,095,6.2
585,64151,MO,39.21,-94.63,4,030001,29,165,8.6
586,64154,MO,39.28,-94.63,1,030201,29,165,9.4
587,64157,MO,39.27,-94.47,1,021310,29,047,7.3
588,64505,MO,39.83,-94.84,1,010100,29,003,9.1
589,64804,MO,37.0,-94.5,1,020601,29,145,10.6
590,64836,MO,37.2,-94.3,2,012100,29,097,10.7
591,65202,MO,39.0,-92.3,9,001503,29,019,6.8
592,65584,MO,37.82,-92.11,2,470287,29,169,30.7
593,65612,MO,37.22,-93.56,1,004900,29,077,10.2
594,65669,MO,36.92,-93.31,3,020500,29,043,9.2
595,65757,MO,37.3,-93.1,2,004600,29,077,8.8
596,66053,KS,38.6,-94.7,1,100500,20,121,7.1
597,66062,KS,38.85,-94.78,1,053509,20,091,8.0
598,66086,KS,39.1,-95.1,1,071800,20,103,7.7
599,66213,KS,38.9,-94.7,1,053108,20,091,6.4
600,66220,KS,38.96,-94.82,1,052601,20,091,9.0
601,66224,KS,38.86,-94.63,1,053410,20,091,3.3
602,66762,KS,37.4,-94.8,1,956700,20,037,11.4
603,67026,KS,37.5,-97.5,1,009604,20,173,7.8
604,67207,KS,37.66,-97.23,1,007203,20,173,7.3
605,67530,KS,38.4,-98.8,1,971800,20,009,7.2
606,68008,NE,41.5,-96.2,1,050201,31,177,9.1
607,68117,NE,41.21,-96.0,1,007101,31,055,5.8
608,68128,NE,41.18,-96.07,1,010622,31,153,7.9
609,68164,NE,41.3,-96.11,1,007432,31,055,7.1
610,68354,NE,40.6,-97.6,1,091700,31,059,9.2
611,68503,NE,40.83,-96.67,1,000900,31,109,3.2
612,68516,NE,40.73,-96.64,1,003714,31,109,5.4
613,68521,NE,40.86,-96.71,1,003001,31,109,5.8
614,70001,LA,29.98,-90.16,2,022800,22,051,8.5
615,70005,LA,30.0,-90.13,2,022302,22,051,6.9
616,70119,LA,29.97,-90.09,1,005000,22,071,4.1
617,70121,LA,29.96,-90.16,1,024500,22,051,13.2
618,70448,LA,30.37,-90.04,1,041211,22,103,8.2
619,70506,LA,30.19,-92.08,1,001904,22,055,8.0
620,70508,LA,30.16,-92.03,1,001406,22,055,4.4
621,70806,LA,30.45,-91.12,1,001800,22,033,
622,71241,LA,32.8,-92.3,1,960500,22,111,6.0
623,71270,LA,32.5,-92.6,5,960800,22,061,4.6
624,71655,AR,33.6,-91.8,1,490300,05,043,7.2
625,72137,AR,35.3,-92.0,1,070300,05,145,7.3
626,72401,AR,35.9,-90.6,2,001100,05,031,6.9
627,72687,AR,36.3,-92.7,4,960300,05,089,17.1
628,72704,AR,36.1,-94.3,1,010508,05,143,6.8
629,72901,AR,35.36,-94.41,4,001002,05,131,8.5
630,73012,OK,35.67,-97.59,1,108512,40,109,10.3
631,73068,OK,35.1,-97.3,3,202404,40,027,12.4
632,73072,OK,35.2,-97.5,1,201508,40,027,7.1
633,73103,OK,35.49,-97.52,1,101700,40,109,4.2
634,74006,OK,36.7,-95.9,9,000600,40,147,8.2
635,74008,OK,35.9,-95.8,1,030601,40,145,10.6
636,74011,OK,35.98,-95.82,1,007513,40,143,6.8
637,74133,OK,36.04,-95.88,2,007524,40,143,8.7
638,74464,OK,35.9,-95.0,1,978000,40,021,7.3
639,75022,TX,33.03,-97.12,1,021750,48,121,7.2
640,75024,TX,33.08,-96.81,4,031657,48,085,4.8
641,75025,TX,33.1,-96.73,2,031505,48,085,4.1
642,75035,TX,33.16,-96.77,1,030518,48,085,3.8
643,75048,TX,32.97,-96.58,1,018122,48,113,7.8
644,75069,TX,33.18,-96.59,2,030900,48,085,5.6
645,75070,TX,33.16,-96.72,2,030517,48,085,5.5
646,75093,TX,33.04,-96.81,1,031648,48,085,3.7
647,75154,TX,32.5,-96.8,1,060213,48,139,12.5
648,75204,TX,32.8,-96.79,1,001600,48,113,4.4
649,75220,TX,32.86,-96.87,4,007201,48,113,0.8
650,75234,TX,32.92,-96.9,4,014002,48,113,16.0
651,75438,TX,33.6,-96.09,1,950500,48,147,12.6
652,75946,TX,31.8,-94.5,1,950100,48,347,12.2
653,75965,TX,31.7,-94.6,1,950400,48,347,9.0
654,76016,TX,32.69,-97.19,1,121610,48,439,10.0
655,76034,TX,32.89,-97.14,2,113634,48,439,6.8
656,76049,TX,32.5,-97.7,1,160209,48,221,13.3
657,76052,TX,32.98,-97.39,2,114103,48,439,8.3
658,76092,TX,32.96,-97.15,1,113907,48,439,7.0
659,76109,TX,32.7,-97.39,1,105403,48,439,8.0
660,76112,TX,32.75,-97.23,1,106502,48,439,7.1
661,76180,TX,32.84,-97.22,2,113217,48,439,10.0
662,76182,TX,32.89,-97.21,1,113210,48,439,10.7
663,76209,TX,33.23,-97.11,2,020601,48,121,2.8
664,76244,TX,32.93,-97.28,2,113921,48,439,6.9
665,76302,TX,33.87,-98.47,4,011500,48,485,9.3
666,76522,TX,31.2,-98.0,1,950100,48,281,19.1
667,76935,TX,31.1,-100.4,1,001704,48,451,13.8
668,77009,TX,29.79,-95.37,1,210400,48,201,2.4
669,77019,TX,29.75,-95.41,2,410401,48,201,2.8
670,77024,TX,29.77,-95.5,4,430300,48,201,7.6
671,77043,TX,29.81,-95.58,1,543200,48,201,4.0
672,77094,TX,29.76,-95.69,1,454501,48,201,3.7
673,77339,TX,30.05,-95.22,1,251100,48,201,10.7
674,77380,TX,30.14,-95.47,1,691500,48,339,7.2
675,77381,TX,30.18,-95.5,3,691100,48,339,6.8
676,77382,TX,30.2,-95.54,1,690602,48,339,4.7
677,77449,TX,29.83,-95.73,1,542301,48,201,3.9
678,77479,TX,29.56,-95.64,1,674400,48,157,1.8
679,77494,TX,29.74,-95.84,1,673101,48,157,3.2
680,77578,TX,29.47,-95.37,1,661501,48,039,9.3
681,77581,TX,29.56,-95.28,1,660300,48,039,9.4
682,77598,TX,29.55,-95.14,1,341000,48,201,9.2
683,78009,TX,29.36,-98.89,1,000102,48,325,17.3
684,78028,TX,30.1,-99.2,3,960100,48,265,17.3
685,78114,TX,29.1,-98.2,1,000202,48,493,10.2
686,78201,TX,29.48,-98.53,1,180201,48,029,7.7
687,78230,TX,29.54,-98.56,1,181302,48,029,8.2
688,78247,TX,29.57,-98.41,1,121112,48,029,11.8
689,78251,TX,29.46,-98.67,1,171924,48,029,19.7
690,78259,TX,29.63,-98.41,1,121910,48,029,14.5
691,78260,TX,29.69,-98.52,1,191804,48,029,17.4
692,78550,TX,26.2,-97.7,1,010700,48,061,4.4
693,78613,TX,30.5,-97.82,2,020322,48,491,9.9
694,78628,TX,30.6,-97.8,1,020110,48,491,13.1
695,78633,TX,30.7,-97.8,1,020109,48,491,12.4
696,78660,TX,30.43,-97.6,1,001858,48,453,14.0
697,78702,TX,30.26,-97.71,1,000902,48,453,3.1
698,78704,TX,30.24,-97.75,1,002308,48,453,2.5
699,78717,TX,30.49,-97.77,1,020510,48,491,4.5
700,78727,TX,30.43,-97.72,2,001846,48,453,7.9
701,78731,TX,30.35,-97.77,2,001718,48,453,4.8
702,78749,TX,30.21,-97.86,1,001738,48,453,6.8
703,79119,TN,35.1,-102.0,1,021704,48,381,8.0
704,79416,TX,33.61,-101.97,2,010405,48,303,8.2
705,79553,TX,32.9,-99.9,9,020400,48,253,11.3
706,80002,CO,39.79,-105.1,2,010402,08,059,8.1
707,80003,CO,39.83,-105.06,3,010209,08,059,8.8
708,80007,CO,39.87,-105.22,2,060500,08,059,7.5
709,80010,CO,39.74,-104.86,1,007302,08,005,4.3
710,80011,CO,39.73,-104.79,1,007104,08,005,13.2
711,80013,CO,39.66,-104.77,3,083400,08,005,10.3
712,80014,CO,39.66,-104.85,1,080400,08,005,7.8
713,80015,CO,39.62,-104.78,5,085500,08,005,7.6
714,80016,CO,39.6,-104.74,3,085200,08,005,8.5
715,80017,CO,39.7,-104.78,1,082600,08,005,11.9
716,80020,CO,39.92,-105.08,3,030000,08,014,7.7
717,80021,CO,39.9,-105.12,6,060500,08,059,7.5
718,80022,CO,39.9,-104.8,1,008538,08,001,10.1
719,80026,CO,40.02,-105.1,6,012800,08,013,5.6
720,80027,CO,39.98,-105.13,4,013005,08,013,7.5
721,80030,CO,39.83,-105.03,5,009604,08,001,9.8
722,80031,CO,39.88,-105.04,3,009410,08,001,16.0
723,80108,CO,39.45,-104.85,1,014012,08,035,8.8
724,80110,CO,39.65,-105.01,1,006000,08,005,9.5
725,80111,CO,39.63,-104.87,5,006854,08,005,7.3
726,80112,CO,39.56,-104.87,3,014001,08,035,5.6
727,80120,CO,39.6,-105.01,3,006502,08,005,4.6
728,80121,CO,39.61,-104.96,1,005636,08,005,6.1
729,80122,CO,39.58,-104.96,2,005630,08,005,8.5
730,80124,CO,39.54,-104.88,2,014116,08,035,3.7
731,80127,CO,39.5,-105.1,2,012036,08,059,7.4
732,80128,CO,39.57,-105.08,1,012055,08,059,9.8
733,80129,CO,39.54,-105.01,3,014128,08,035,7.4
734,80202,CO,39.75,-105.0,5,001701,08,031,7.8
735,80203,CO,39.73,-104.98,1,002702,08,031,4.2
736,80204,CO,39.74,-105.02,1,000800,08,031,3.1
737,80206,CO,39.73,-104.95,1,003300,08,031,5.6
738,80207,CO,39.76,-104.92,1,004104,08,031,5.4
739,80209,CO,39.71,-104.98,13,002902,08,031,3.4
740,80210,CO,39.68,-104.96,5,003003,08,031,3.1
741,80211,CO,39.76,-105.02,2,000402,08,031,
742,80212,CO,39.77,-105.05,3,000301,08,031,5.7
743,80214,CO,39.74,-105.07,1,011550,08,059,8.0
744,80216,CO,39.79,-104.95,1,003500,08,031,2.5
745,80218,CO,39.73,-104.97,1,003201,08,031,7.9
746,80219,CO,39.71,-105.03,1,004505,08,031,0.7
747,80220,CO,39.73,-104.91,1,004304,08,031,2.3
748,80221,CO,39.82,-105.01,3,009502,08,001,5.0
749,80222,CO,39.67,-104.93,4,015100,08,005,7.3
750,80224,CO,39.68,-104.91,1,087200,08,005,6.5
751,80226,CO,39.71,-105.09,1,011701,08,059,8.7
752,80228,CO,39.69,-105.15,2,011712,08,059,10.8
753,80230,CO,39.72,-104.89,1,004405,08,031,8.0
754,80231,CO,39.67,-104.89,2,087300,08,005,7.6
755,80234,CO,39.91,-105.01,2,009325,08,001,8.7
756,80235,CO,39.65,-105.09,1,015900,08,059,8.1
757,80237,CO,39.64,-104.91,1,006809,08,031,5.6
758,80238,CO,39.78,-104.88,2,004106,08,031,4.7
759,80301,CO,40.05,-105.21,6,012707,08,013,7.8
760,80302,CO,40.1,-105.4,2,013701,08,013,7.8
761,80303,CO,39.97,-105.22,6,060600,08,013,5.6
762,80304,CO,40.05,-105.29,5,012104,08,013,5.1
763,80305,CO,39.98,-105.26,3,012509,08,013,5.9
764,80401,CO,39.7,-105.2,7,009845,08,059,9.1
765,80403,CO,39.8,-105.3,1,009808,08,059,6.4
766,80433,CO,39.5,-105.3,2,012058,08,059,13.0
767,80439,CO,39.7,-105.4,6,014700,08,019,8.4
768,80443,CO,39.59,-106.09,2,000300,08,117,10.7
769,80482,CO,39.92,-105.79,2,000202,08,049,10.3
770,80503,CO,40.2,-105.2,8,013601,08,013,6.5
771,80516,CO,40.07,-105.02,3,002009,08,123,6.3
772,80521,CO,40.59,-105.13,7,000300,08,069,6.2
773,80524,CO,40.7,-105.0,2,002502,08,069,5.3
774,80525,CO,40.52,-105.02,6,001605,08,069,6.4
775,80526,CO,40.56,-105.13,6,001104,08,069,7.9
776,80528,CO,40.48,-105.0,6,001608,08,069,7.5
777,80530,CO,40.1,-104.92,1,002015,08,123,8.2
778,80535,CO,40.7,-105.2,1,002402,08,069,18.1
779,80537,CO,40.4,-105.2,1,001808,08,069,9.5
780,80538,CO,40.5,-105.2,6,002402,08,069,18.1
781,80545,CO,40.8,-105.6,1,002401,08,069,14.7
782,80550,CO,40.5,-104.9,1,002203,08,123,5.1
783,80602,CO,39.96,-104.91,2,008541,08,001,11.2
784,80631,CO,40.4,-104.7,3,000300,08,123,0.3
785,80634,CO,40.4,-104.8,1,001407,08,123,5.5
786,80759,CO,40.1,-102.6,1,963200,08,125,10.9
787,80817,CO,38.6,-104.7,6,004511,08,041,27.1
788,80831,CO,39.0,-104.5,1,003909,08,041,15.0
789,80903,CO,38.83,-104.81,1,002200,08,041,15.4
790,80906,CO,38.78,-104.85,1,003100,08,041,16.4
791,80907,CO,38.88,-104.82,4,000302,08,041,10.4
792,80910,CO,38.8,-104.78,2,005300,08,041,11.4
793,80917,CO,38.89,-104.75,1,005502,08,041,11.5
794,80918,CO,38.91,-104.78,2,004800,08,041,14.7
795,80919,CO,38.93,-104.9,1,003701,08,041,13.7
796,80920,CO,38.96,-104.77,1,007000,08,041,19.1
797,80921,CO,39.0,-104.9,9,003801,08,041,48.4
798,80922,CO,38.89,-104.7,3,005109,08,041,20.3
799,80924,CO,38.96,-104.73,1,007101,08,041,19.1
800,80925,CO,38.8,-104.6,1,004603,08,041,28.8
801,81004,CO,38.1,-104.7,1,002804,08,101,14.6
802,81050,CO,38.0,-103.5,1,968300,08,089,11.0
803,81122,CO,37.4,-107.6,1,970600,08,067,12.6
804,81133,CO,37.3,-105.3,1,972600,08,023,14.5
805,81137,CO,37.1,-107.6,1,940300,08,067,8.1
806,81147,CO,37.2,-107.0,9,974300,08,007,12.8
807,81201,CO,38.6,-106.1,3,000300,08,015,10.2
808,81225,CO,38.9,-106.9,1,963800,08,051,4.0
809,81301,CO,37.4,-107.8,12,970704,08,067,9.1
810,81303,CO,37.2,-107.9,4,940400,08,067,9.8
811,81321,CO,37.3,-108.7,8,941100,08,083,1.2
812,81323,CO,37.5,-108.3,1,969000,08,083,12.0
813,81328,CO,37.3,-108.3,12,969100,08,083,8.5
814,81403,CO,38.4,-107.9,1,966602,08,085,11.2
815,81410,CO,38.8,-107.95,1,964700,08,029,16.3
816,81428,CO,38.9,-107.6,1,964600,08,029,12.6
817,81432,CO,38.1,-107.7,1,967600,08,091,10.7
818,81435,CO,38.0,-108.2,4,968200,08,113,8.3
819,81505,CO,39.2,-108.5,1,001600,08,077,15.0
820,81506,CO,39.12,-108.54,1,001600,08,077,15.0
821,81507,CO,39.0,-108.6,6,001900,08,077,13.8
822,81612,CO,39.1,-106.8,2,000500,08,097,2.9
823,81620,CO,39.63,-106.52,1,000503,08,037,5.3
824,81621,CO,39.4,-106.9,1,000302,08,037,4.9
825,81623,CO,39.2,-107.2,9,000100,08,097,5.1
826,81631,CO,39.66,-106.82,1,000403,08,037,4.5
827,82009,WY,41.4,-104.8,3,001901,56,021,17.9
828,82070,WY,41.4,-105.8,1,962700,56,001,15.3
829,82501,WY,43.2,-108.6,1,940201,56,013,11.2
830,82601,WY,43.1,-106.4,1,001401,56,025,11.8
831,83101,WY,41.9,-110.3,1,978200,56,023,13.6
832,83204,ID,42.8,-112.5,9,981800,16,005,7.1
833,83221,ID,43.3,-112.4,2,950300,16,011,9.8
834,83350,ID,42.8,-113.6,1,970300,16,067,9.0
835,83440,ID,43.8,-111.7,1,950400,16,065,3.7
836,83815,ID,47.73,-116.79,1,000700,16,055,7.9
837,83843,ID,46.7,-116.9,2,005300,16,057,5.9
838,84003,UT,40.4,-111.79,1,010700,49,049,6.9
839,84010,UT,40.89,-111.82,6,126402,49,011,6.6
840,84014,UT,40.95,-111.84,1,126303,49,011,3.9
841,84015,UT,41.11,-112.06,1,125501,49,011,11.3
842,84027,UT,40.2,-110.8,1,940300,49,013,9.4
843,84041,UT,41.05,-112.0,1,126002,49,011,8.6
844,84043,UT,40.39,-111.85,1,000103,49,049,4.7
845,84047,UT,40.61,-111.89,2,112503,49,035,6.1
846,84062,UT,40.39,-111.74,1,010215,49,049,3.2
847,84081,UT,40.6,-112.04,1,114300,49,035,2.7
848,84088,UT,40.6,-111.96,2,112917,49,035,7.6
849,84092,UT,40.6,-111.7,2,110102,49,035,5.7
850,84094,UT,40.57,-111.86,1,112604,49,035,6.1
851,84095,UT,40.56,-111.98,2,113020,49,035,3.9
852,84098,UT,40.7,-111.5,1,964308,49,043,5.2
853,84103,UT,40.8,-111.85,6,114800,49,035,6.9
854,84108,UT,40.8,-111.7,2,110103,49,035,7.1
855,84109,UT,40.72,-111.76,1,110103,49,035,7.1
856,84123,UT,40.66,-111.92,2,113515,49,035,4.8
857,84310,UT,41.3,-111.9,1,210100,49,057,7.7
858,84333,UT,41.91,-111.79,5,000101,49,005,7.0
859,84403,UT,41.19,-111.9,3,210100,49,057,7.7
860,84404,UT,41.2,-112.2,1,210403,49,057,8.9
861,84532,UT,38.6,-109.4,2,000300,49,019,7.5
862,84535,UT,37.9,-109.5,2,978100,49,037,8.4
863,84604,UT,40.3,-111.5,1,010900,49,049,5.7
864,84663,UT,40.18,-111.58,1,003002,49,049,4.9
865,84664,UT,40.11,-111.58,1,010305,49,049,7.4
866,84741,UT,37.0,-112.0,1,002000,04,005,8.9
867,84767,UT,37.18,-113.0,1,270100,49,053,7.6
868,84775,UT,38.3,-111.5,1,979100,49,055,5.2
869,84790,UT,37.1,-113.7,6,270300,49,053,12.1
870,85006,AZ,33.47,-112.05,1,111700,04,013,6.3
871,85015,AZ,33.51,-112.1,1,107300,04,013,6.5
872,85020,AZ,33.57,-112.05,1,104702,04,013,8.6
873,85021,AZ,33.56,-112.1,1,105503,04,013,5.3
874,85022,AZ,33.62,-112.05,1,103611,04,013,9.0
875,85027,AZ,33.68,-112.1,1,614700,04,013,7.5
876,85032,AZ,33.63,-112.01,1,103303,04,013,9.7
877,85041,AZ,33.38,-112.12,1,116612,04,013,6.7
878,85050,AZ,33.69,-112.0,2,615000,04,013,9.4
879,85087,AZ,33.9,-112.0,1,610700,04,013,9.7
880,85140,AZ,33.3,-111.5,1,000207,04,021,9.6
881,85142,AZ,33.2,-111.6,1,000209,04,021,11.5
882,85226,AZ,33.27,-111.99,2,941100,04,013,0.0
883,85248,AZ,33.23,-111.9,3,941100,04,013,0.0
884,85258,AZ,33.56,-111.88,1,941300,04,013,6.4
885,85259,AZ,33.6,-111.81,2,216849,04,013,8.5
886,85308,AZ,33.67,-112.19,2,614200,04,013,9.0
887,85365,AZ,32.8,-114.5,1,010914,04,027,9.8
888,85381,AZ,33.61,-112.23,2,071512,04,013,14.0
889,85382,AZ,33.65,-112.25,1,617600,04,013,11.6
890,85545,AZ,33.7,-111.0,2,000700,04,007,20.0
891,85615,AZ,31.4,-110.2,1,002100,04,003,21.8
892,85623,AZ,32.7,-110.9,1,000802,04,021,12.7
893,85637,AZ,31.66,-110.67,1,966000,04,023,16.1
894,85718,AZ,32.34,-110.91,3,004714,04,019,8.4
895,85739,AZ,32.5,-110.8,1,004716,04,019,15.8
896,85745,AZ,32.24,-111.07,1,004428,04,019,10.4
897,85748,AZ,32.21,-110.73,1,004061,04,019,18.4
898,85935,AZ,34.13,-109.91,1,964900,04,017,16.1
899,86001,AZ,35.2,-111.8,2,002200,04,005,10.4
900,86017,AZ,34.945,-111.646,1,001500,04,005,11.3
901,86303,AZ,34.5,-112.4,2,000700,04,025,17.4
902,86334,AZ,35.1,-112.8,1,002100,04,025,15.9
903,86336,AZ,34.9,-111.9,1,001802,04,025,10.7
904,86406,AZ,34.6,-113.8,1,954800,04,015,12.4
905,87047,NM,35.2,-106.3,2,003803,35,001,15.3
906,87048,NM,35.24,-106.62,17,010602,35,043,15.6
907,87059,NM,35.0,-106.4,1,003807,35,001,16.6
908,87104,NM,35.1,-106.67,1,002500,35,001,7.6
909,87109,NM,35.15,-106.57,1,003724,35,001,
910,87114,NM,35.19,-106.68,1,004752,35,001,9.8
911,87120,NM,35.1,-106.8,3,940600,35,001,6.5
912,87122,NM,35.2,-106.5,1,940500,35,001,16.2
913,87301,NM,35.4,-108.6,2,973100,35,031,13.2
914,87313,NM,35.7,-107.9,1,943500,35,031,4.5
