,ZIP,State,Lat,Lng,Size,Tract,State_code,County,health_insurance,private,public
733,84094,UT,40.57,-111.86,1,112604,49,035,87.9,79.3,19.3
734,84098,UT,40.7,-111.5,1,964308,49,043,96.5,82.3,24.6
735,84123,UT,40.66,-111.92,2,113515,49,035,92.9,82.7,20.2
736,84310,UT,41.3,-111.9,1,210100,49,057,97.8,89.6,22.5
737,84333,UT,41.91,-111.79,5,000101,49,005,90.4,75.1,24.1
738,84403,UT,41.19,-111.9,3,210100,49,057,97.8,89.6,22.5
739,84532,UT,38.6,-109.4,2,000300,49,019,84.1,59.6,34.8
740,84535,UT,37.9,-109.5,2,978100,49,037,89.4,68.8,34.0
741,84604,UT,40.3,-111.5,1,010900,49,049,94.4,88.2,21.3
742,84663,UT,40.18,-111.58,1,003002,49,049,92.4,71.7,33.5
743,84741,UT,37.0,-112.0,1,002000,04,005,80.4,55.3,32.6
744,84767,UT,37.18,-113.0,1,270100,49,053,80.4,49.5,44.1
745,84775,UT,38.3,-111.5,1,979100,49,055,79.2,66.1,28.3
746,84790,UT,37.1,-113.7,6,270300,49,053,78.6,59.9,35.3
747,85006,AZ,33.47,-112.05,1,111700,04,013,81.3,48.9,34.6
748,85020,AZ,33.57,-112.05,1,104702,04,013,72.6,34.3,50.0
749,85021,AZ,33.56,-112.1,1,105503,04,013,76.7,41.6,42.2
750,85022,AZ,33.62,-112.05,1,103611,04,013,93.8,78.6,28.3
751,85027,AZ,33.68,-112.1,1,614700,04,013,81.9,43.4,45.9
752,85041,AZ,33.38,-112.12,1,116612,04,013,95.1,77.9,28.6
753,85050,AZ,33.69,-112.0,2,615000,04,013,97.0,89.9,17.9
754,85087,AZ,33.9,-112.0,1,610700,04,013,94.1,76.4,30.0
755,85140,AZ,33.3,-111.5,1,000207,04,021,89.9,71.4,29.4
756,85142,AZ,33.2,-111.6,1,000209,04,021,94.7,79.3,25.6
757,85226,AZ,33.27,-111.99,2,941100,04,013,63.8,0.0,63.8
758,85248,AZ,33.23,-111.9,3,941100,04,013,63.8,0.0,63.8
759,85259,AZ,33.6,-111.81,2,216849,04,013,99.7,90.0,23.5
760,85308,AZ,33.67,-112.19,2,614200,04,013,94.9,82.8,27.8
761,85365,AZ,32.8,-114.5,1,010914,04,027,83.6,50.8,46.6
762,85381,AZ,33.61,-112.23,2,071512,04,013,96.0,85.1,19.4
763,85382,AZ,33.65,-112.25,1,617600,04,013,91.5,70.2,33.9
764,85545,AZ,33.7,-111.0,2,000700,04,007,83.0,50.2,61.3
765,85615,AZ,31.4,-110.2,1,002100,04,003,90.3,77.4,41.5
766,85623,AZ,32.7,-110.9,1,000802,04,021,94.7,73.7,37.2
767,85637,AZ,31.66,-110.67,1,966000,04,023,91.9,64.7,55.5
768,85718,AZ,32.34,-110.91,3,004714,04,019,95.0,78.4,31.1
769,85739,AZ,32.5,-110.8,1,004716,04,019,93.8,67.7,53.0
770,85745,AZ,32.24,-111.07,1,004428,04,019,96.5,80.8,32.1
771,85748,AZ,32.21,-110.73,1,004061,04,019,91.5,74.1,34.1
772,85935,AZ,34.13,-109.91,1,964900,04,017,89.8,74.1,46.2
773,86001,AZ,35.2,-111.8,2,002200,04,005,89.7,75.4,27.4
774,86303,AZ,34.5,-112.4,2,000700,04,025,92.0,67.1,42.6
775,86334,AZ,35.1,-112.8,1,002100,04,025,90.3,44.8,65.7
776,86336,AZ,34.9,-111.9,1,001802,04,025,88.3,66.8,41.4
777,86406,AZ,34.6,-113.8,1,954800,04,015,86.8,56.4,56.1
778,87047,NM,35.2,-106.3,2,003803,35,001,94.5,75.5,36.2
779,87048,NM,35.24,-106.62,17,010602,35,043,96.8,87.1,35.6
780,87059,NM,35.0,-106.4,1,003807,35,001,87.9,57.1,41.5
781,87104,NM,35.1,-106.67,1,002500,35,001,85.0,38.5,55.5
782,87109,NM,35.15,-106.57,1,003724,35,001,95.7,71.6,42.7
783,87114,NM,35.19,-106.68,1,004752,35,001,89.8,73.4,27.2
784,87120,NM,35.1,-106.8,3,940600,35,001,90.2,65.1,32.2
785,87122,NM,35.2,-106.5,1,940500,35,001,91.7,74.7,44.7
786,87301,NM,35.4,-108.6,2,973100,35,031,85.2,38.8,54.7
787,87313,NM,35.7,-107.9,1,943500,35,031,76.6,32.1,53.4
788,87416,NM,36.77,-108.42,2,000504,35,045,79.3,51.0,35.1
789,87420,NM,36.8,-108.7,1,942802,35,045,71.5,30.3,46.1
790,87506,NM,35.8,-106.0,1,940400,35,049,84.4,39.1,54.5
791,87507,NM,35.6,-106.1,1,010304,35,049,86.0,58.0,50.7
792,87508,NM,35.5,-105.9,1,010700,35,049,96.0,78.7,40.6
793,87544,NM,35.9,-106.3,1,000100,35,028,96.3,90.2,21.6
794,88220,NM,32.4,-104.3,1,000401,35,015,85.0,58.8,40.5
795,88401,NM,35.0,-103.8,1,958900,35,037,92.0,65.7,49.2
796,89021,NV,36.61,-114.49,1,005613,32,003,94.6,79.7,22.6
797,89044,NV,35.7,-115.1,17,005703,32,003,82.7,58.6,38.2
798,89123,NV,36.04,-115.15,4,002829,32,003,89.9,71.6,25.6
799,89129,NV,36.23,-115.3,1,003240,32,003,94.6,66.1,41.2
800,89148,NV,36.06,-115.3,1,005840,32,003,92.0,84.5,14.1
801,89149,NV,36.28,-115.29,4,003232,32,003,92.0,81.1,20.5
802,89178,NV,35.9,-115.5,1,005827,32,003,95.6,77.6,21.8
803,89502,NV,39.5,-119.75,1,002103,32,031,91.5,72.7,37.7
804,89509,NV,39.5,-119.83,1,001104,32,031,94.7,84.4,27.3
805,90004,CA,34.08,-118.31,5,192420,06,037,73.0,37.3,38.0
806,90266,CA,33.89,-118.4,1,620303,06,037,97.5,90.5,12.9
807,90275,CA,33.76,-118.36,2,670500,06,037,96.0,82.7,34.1
808,90277,CA,33.83,-118.39,2,621324,06,037,96.1,81.5,21.7
809,90292,CA,33.98,-118.45,1,702901,06,037,91.1,85.7,11.0
810,90303,CA,33.93,-118.33,1,600502,06,037,82.9,60.0,35.3
811,90403,CA,34.03,-118.49,3,701501,06,037,96.2,82.0,23.0
812,90501,CA,33.83,-118.31,1,650901,06,037,88.2,78.8,17.9
813,90504,CA,33.87,-118.33,1,650102,06,037,93.5,81.4,19.1
814,90660,CA,33.99,-118.08,2,500900,06,037,84.6,51.6,37.5
815,90814,CA,33.77,-118.14,1,577603,06,037,93.4,82.2,23.7
816,91001,CA,34.22,-118.13,1,930101,06,037,93.4,86.9,21.3
817,91030,CA,34.11,-118.16,1,480703,06,037,96.4,87.4,15.0
818,91320,CA,34.19,-118.94,1,006100,06,111,85.9,59.8,31.1
819,91326,CA,34.29,-118.56,1,108201,06,037,94.1,84.7,17.8
820,91355,CA,34.42,-118.61,1,920339,06,037,95.7,87.9,11.6
821,91360,CA,34.21,-118.88,1,006600,06,111,94.3,73.8,34.0
822,91361,CA,34.1,-118.9,1,800406,06,037,96.3,82.8,28.1
823,91367,CA,34.17,-118.62,2,137201,06,037,95.9,77.4,29.2
824,91401,CA,34.18,-118.43,2,123602,06,037,91.1,56.6,42.1
825,91423,CA,34.15,-118.43,1,141101,06,037,88.3,79.3,17.8
826,91505,CA,34.18,-118.35,1,311100,06,037,94.8,77.7,29.5
827,91606,CA,34.19,-118.39,4,123901,06,037,79.1,39.4,44.4
828,91709,CA,33.95,-117.73,1,000116,06,071,95.2,83.6,13.3
829,91740,CA,34.12,-117.85,1,401101,06,037,93.4,68.6,35.7
830,91786,CA,34.1,-117.66,2,000824,06,071,88.1,49.3,44.8
831,91790,CA,34.07,-117.94,2,406702,06,037,87.7,60.4,35.1
832,91911,CA,32.6,-117.04,1,013306,06,073,85.0,52.0,40.2
833,92009,CA,33.1,-117.25,1,020014,06,073,90.2,85.0,17.7
834,92056,CA,33.2,-117.29,1,018516,06,073,85.5,65.0,27.9
835,92057,CA,33.25,-117.29,2,018612,06,073,93.0,66.5,38.3
836,92065,CA,33.0,-116.8,1,020811,06,073,95.8,85.4,23.2
837,92071,CA,32.86,-116.99,1,016612,06,073,95.8,84.9,23.9
838,92078,CA,33.12,-117.18,1,020027,06,073,99.0,87.6,21.6
839,92081,CA,33.16,-117.25,3,019806,06,073,97.1,83.5,21.7
840,92084,CA,33.22,-117.21,1,019207,06,073,84.0,55.3,39.2
842,92104,CA,32.74,-117.13,2,004300,06,073,93.7,75.4,25.3
843,92107,CA,32.74,-117.24,2,007400,06,073,88.9,76.6,22.6
844,92108,CA,32.77,-117.15,2,009304,06,073,91.5,81.2,17.1
845,92109,CA,32.8,-117.24,1,007903,06,073,85.4,79.5,15.0
846,92122,CA,32.86,-117.2,1,008344,06,073,91.4,81.5,27.2
847,92126,CA,32.91,-117.14,1,008358,06,073,90.8,68.8,36.4
848,92127,CA,33.02,-117.14,1,017030,06,073,98.2,87.7,17.6
849,92130,CA,32.95,-117.2,2,021500,06,073,99.5,91.8,12.7
850,92131,CA,32.89,-117.05,1,009504,06,073,95.0,89.1,11.7
851,92262,CA,33.86,-116.58,2,044606,06,065,86.0,51.3,48.2
852,92264,CA,33.7,-116.5,1,044807,06,065,91.3,59.8,44.0
853,92307,CA,34.6,-117.1,3,012104,06,071,89.4,50.7,49.0
854,92373,CA,34.0,-117.1,1,043823,06,065,94.2,82.4,18.5
855,92503,CA,33.9,-117.45,1,031702,06,065,85.4,65.4,29.8
856,92507,CA,33.97,-117.33,1,042206,06,065,88.0,65.9,29.4
857,92592,CA,33.5,-117.0,1,043239,06,065,85.7,64.3,28.9
858,92618,CA,33.67,-117.74,1,052404,06,059,98.8,92.2,6.9
859,92626,CA,33.68,-117.9,1,063903,06,059,86.5,63.0,31.7
860,92629,CA,33.48,-117.71,1,042338,06,059,98.2,81.6,27.1
861,92656,CA,33.56,-117.73,6,062639,06,059,95.8,90.7,11.1
863,92677,CA,33.53,-117.71,4,042319,06,059,96.5,84.5,25.5
864,92679,CA,33.6,-117.5,1,032041,06,059,90.6,77.1,20.8
865,92691,CA,33.61,-117.67,5,032002,06,059,96.6,79.1,25.2
866,92692,CA,33.6,-117.65,1,032020,06,059,95.4,82.2,22.4
867,92705,CA,33.74,-117.81,1,075506,06,059,91.5,72.4,26.8
868,92821,CA,33.93,-117.89,1,001506,06,059,96.1,75.2,31.4
869,92860,CA,33.93,-117.55,1,040812,06,065,90.2,68.8,28.5
870,92870,CA,33.88,-117.85,1,011715,06,059,98.6,83.5,30.0
871,93012,CA,34.2,-119.0,2,005600,06,111,93.7,76.1,30.9
872,93103,CA,34.43,-119.68,1,000801,06,083,89.3,69.4,26.8
873,93309,CA,35.35,-119.06,1,002812,06,029,83.7,41.1,48.7
874,93401,CA,35.2,-120.6,1,012302,06,079,96.3,79.0,33.4
875,93422,CA,35.5,-120.7,1,012704,06,079,95.5,82.3,30.1
876,93436,CA,34.6,-120.4,1,003102,06,083,91.3,67.3,36.9
877,93453,CA,35.3,-120.1,2,012702,06,079,96.7,82.9,28.0
878,93455,CA,34.8,-120.4,2,002006,06,083,90.3,68.9,35.4
879,93514,CA,37.5,-118.3,1,000101,06,051,97.4,80.3,35.1
880,93536,CA,34.7,-118.5,1,920102,06,037,90.8,62.2,31.6
881,93555,CA,35.6,-117.7,1,005403,06,029,90.5,68.2,37.1
882,93619,CA,36.9,-119.6,1,006405,06,019,91.7,70.2,35.4
883,93638,CA,37.0,-120.0,1,000507,06,039,85.6,49.7,48.9
884,93933,CA,36.68,-121.79,1,014202,06,053,90.1,58.7,41.2
885,94025,CA,37.46,-122.18,1,612500,06,081,98.9,90.9,17.7
886,94030,CA,37.61,-122.4,1,604400,06,081,93.8,77.9,23.3
887,94040,CA,37.38,-122.09,1,509801,06,085,94.0,86.4,15.3
888,94061,CA,37.46,-122.24,1,611100,06,081,99.2,92.2,17.7
889,94065,CA,37.53,-122.23,4,610302,06,081,87.7,61.7,31.4
890,94085,CA,37.39,-122.02,2,509000,06,085,89.9,66.3,32.7
891,94089,CA,37.4,-122.0,1,504805,06,085,96.1,81.0,25.8
892,94107,CA,37.77,-122.39,1,060700,06,075,97.0,78.6,21.8
893,94110,CA,37.75,-122.42,3,020900,06,075,88.8,57.6,36.1
894,94114,CA,37.76,-122.44,1,020401,06,075,96.1,88.4,16.4
895,94115,CA,37.79,-122.44,1,013400,06,075,100.0,96.4,14.7
896,94117,CA,37.77,-122.44,4,016700,06,075,96.2,87.7,13.7
897,94118,CA,37.78,-122.46,2,045100,06,075,93.4,77.2,23.9
898,94131,CA,37.75,-122.44,2,021300,06,075,96.5,88.0,14.4
899,94158,CA,37.77,-122.391,4,060700,06,075,97.0,78.6,21.8
900,94304,CA,37.42,-122.16,2,511500,06,085,97.9,93.5,17.7
901,94526,CA,37.81,-121.99,1,345105,06,013,98.8,90.6,21.9
902,94541,CA,37.67,-122.11,2,436200,06,001,83.1,48.3,40.8
903,94549,CA,37.9,-122.12,2,348000,06,013,98.5,87.0,27.8
904,94558,CA,38.5,-122.3,2,201700,06,055,93.9,76.9,29.8
905,94559,CA,38.2,-122.3,1,201005,06,055,93.5,70.5,32.7
906,94566,CA,37.65,-121.86,1,450701,06,001,98.6,92.9,15.5
907,94580,CA,37.68,-122.14,1,435900,06,001,94.7,74.6,31.2
908,94582,CA,37.76,-121.92,1,345112,06,013,96.8,90.7,14.5
909,94587,CA,37.6,-122.0,1,440100,06,001,96.7,80.8,36.6
910,94588,CA,37.7,-121.9,1,450743,06,001,97.1,89.8,10.0
911,94590,CA,38.1,-122.25,1,251000,06,095,80.8,44.0,42.6
912,94598,CA,37.91,-122.05,1,338204,06,013,91.7,83.2,24.0
913,94610,CA,37.81,-122.24,2,405100,06,001,99.7,91.9,23.2
914,94618,CA,37.85,-122.24,3,404300,06,001,100.0,91.6,21.3
915,94703,CA,37.87,-122.27,1,422900,06,001,94.6,77.9,22.5
916,94704,CA,37.87,-122.25,1,422600,06,001,96.0,90.2,8.9
917,94939,CA,37.94,-122.53,1,120000,06,041,96.1,84.7,26.6
918,94941,CA,37.9,-122.57,1,131100,06,041,94.5,83.1,27.5
919,95014,CA,37.3,-122.07,4,507702,06,085,97.9,89.2,17.8
920,95032,CA,37.21,-121.92,1,507002,06,085,98.4,88.7,20.1
921,95060,CA,37.0,-122.1,1,120200,06,087,92.7,73.2,32.0
922,95062,CA,36.97,-121.99,1,121403,06,087,92.0,61.8,42.8
923,95066,CA,37.07,-122.01,1,120900,06,087,95.5,82.7,23.5
924,95073,CA,37.03,-121.93,1,122001,06,087,95.2,74.5,32.9
925,95125,CA,37.31,-121.9,3,501800,06,085,86.9,70.9,24.9
926,95129,CA,37.31,-122.0,1,508004,06,085,95.0,82.7,18.1
927,95138,CA,37.25,-121.74,1,512001,06,085,96.2,87.0,15.3
928,95301,CA,37.32,-120.63,1,000702,06,047,95.4,78.9,26.6
929,95340,CA,37.4,-120.4,9,001901,06,047,84.8,29.6,61.6
930,95348,CA,37.4,-120.5,3,002500,06,047,89.1,61.7,45.2
931,95355,CA,37.67,-120.94,1,000911,06,099,91.0,55.3,42.5
932,95366,CA,37.76,-121.12,1,005003,06,077,96.4,81.6,26.5
933,95377,CA,37.7,-121.6,1,451101,06,001,97.9,86.1,20.0
934,95403,CA,38.51,-122.76,4,152701,06,097,96.6,71.9,36.8
935,95448,CA,38.7,-122.9,3,154100,06,097,88.3,64.5,39.8
936,95472,CA,38.4,-122.9,1,153600,06,097,87.5,64.3,37.2
937,95521,CA,40.8,-124.1,1,000800,06,023,88.6,64.5,38.1
938,95618,CA,38.6,-121.7,1,010505,06,113,96.8,84.7,22.2
939,95628,CA,38.66,-121.26,1,008008,06,067,95.9,78.8,29.9
940,95630,CA,38.67,-121.15,1,008506,06,067,92.4,79.1,26.4
941,95661,CA,38.74,-121.26,1,020712,06,061,86.7,68.5,38.9
942,95662,CA,38.68,-121.23,3,008203,06,067,92.7,72.8,36.2
943,95695,CA,38.8,-121.9,1,011400,06,113,89.5,56.5,45.0
944,95816,CA,38.58,-121.47,1,000400,06,067,91.7,76.5,23.7
945,95818,CA,38.56,-121.49,1,002300,06,067,97.9,91.9,20.7
946,95819,CA,38.57,-121.44,1,000200,06,067,98.5,92.0,22.0
947,95820,CA,38.54,-121.45,4,002900,06,067,88.8,74.6,24.0
948,95864,CA,38.59,-121.38,1,005702,06,067,97.2,89.7,26.2
949,96790,HI,20.7,-156.2,2,030301,15,009,93.4,70.8,36.6
950,96816,HI,21.3,-157.79,1,001000,15,003,98.2,83.1,34.9
951,96817,HI,21.34,-157.84,3,004600,15,003,98.1,88.4,32.2
952,96821,HI,21.3,-157.75,3,000301,15,003,99.2,91.6,28.1
953,97006,OR,45.52,-122.86,1,031610,41,067,84.8,67.7,26.0
954,97007,OR,45.45,-122.88,4,031804,41,067,89.6,68.5,28.5
955,97009,OR,45.42,-122.34,1,023401,41,005,93.7,74.5,33.4
956,97030,OR,45.51,-122.43,1,010405,41,051,84.1,57.5,39.2
957,97035,OR,45.41,-122.72,1,020200,41,005,96.0,84.5,26.1
958,97068,OR,45.34,-122.66,1,022702,41,005,96.8,86.1,23.3
959,97140,OR,45.3,-122.9,1,030101,41,071,95.2,77.4,29.0
960,97209,OR,45.53,-122.68,6,005100,41,051,95.0,65.3,45.3
961,97210,OR,45.55,-122.73,2,004300,41,051,91.9,78.1,25.1
962,97212,OR,45.54,-122.64,2,002501,41,051,98.7,92.4,18.1
963,97215,OR,45.51,-122.6,1,001601,41,051,92.2,74.0,31.4
964,97218,OR,45.58,-122.59,1,007300,41,051,78.6,33.9,50.9
965,97221,OR,45.5,-122.73,1,006900,41,051,97.8,92.8,19.9
966,97223,OR,45.45,-122.8,1,031006,41,067,91.7,70.8,31.9
967,97227,OR,45.54,-122.68,1,002303,41,051,91.5,69.0,36.8
968,97231,OR,45.7,-122.8,1,007100,41,051,94.6,81.6,33.6
969,97504,OR,42.3,-122.8,1,000602,41,029,95.3,60.5,66.4
970,97520,OR,42.2,-122.5,1,002500,41,029,90.5,67.5,40.9
971,97753,OR,44.2,-121.0,1,950300,41,013,93.0,56.7,54.8
972,98004,WA,47.62,-122.21,1,024000,53,033,97.4,90.1,20.1
973,98006,WA,47.56,-122.15,1,024901,53,033,95.1,85.2,22.7
974,98014,WA,47.6,-121.9,1,032601,53,033,95.6,90.3,25.1
975,98020,WA,47.81,-122.37,1,050500,53,061,96.5,80.3,44.1
976,98021,WA,47.8,-122.2,1,051925,53,061,98.2,90.8,13.5
977,98029,WA,47.56,-122.02,1,032212,53,033,97.3,93.2,9.1
978,98034,WA,47.72,-122.21,1,022202,53,033,92.8,81.1,21.6
979,98040,WA,47.56,-122.23,4,024601,53,033,99.9,94.0,20.9
980,98058,WA,47.44,-122.12,2,031907,53,033,96.9,81.1,24.5
981,98059,WA,47.5,-122.11,1,031903,53,033,97.4,83.6,25.4
982,98102,WA,47.64,-122.33,3,006100,53,033,96.0,92.8,13.7
983,98103,WA,47.67,-122.34,1,004600,53,033,93.8,87.4,13.9
984,98105,WA,47.66,-122.3,1,005302,53,033,93.5,89.8,4.5
985,98109,WA,47.63,-122.34,1,006700,53,033,92.2,88.6,9.8
986,98110,WA,47.6,-122.5,2,091000,53,035,99.4,93.4,20.3
987,98112,WA,47.62,-122.3,2,007700,53,033,92.9,86.8,11.8
988,98115,WA,47.68,-122.29,3,003900,53,033,97.4,89.2,20.2
989,98118,WA,47.55,-122.26,2,010200,53,033,97.8,85.8,23.3
990,98121,WA,47.61,-122.35,1,008001,53,033,96.2,83.3,16.4
991,98122,WA,47.61,-122.3,2,008800,53,033,92.8,81.3,17.4
992,98133,WA,47.74,-122.34,1,021000,53,033,93.9,78.4,30.7
993,98275,WA,47.91,-122.3,1,042001,53,061,96.3,85.3,26.6
994,98366,WA,47.5,-122.6,1,092801,53,035,92.9,78.1,34.2
995,98370,WA,47.8,-122.6,1,090202,53,035,93.6,81.8,25.2
996,98383,WA,47.68,-122.71,1,090300,53,035,99.8,99.3,4.2
997,98405,WA,47.25,-122.47,1,061200,53,053,90.4,65.9,32.6
998,98466,WA,47.22,-122.54,2,072307,53,053,95.2,76.9,32.9
999,98503,WA,47.03,-122.8,2,011410,53,067,94.3,76.9,33.2
1000,98592,WA,47.32,-123.06,1,960500,53,045,94.9,70.5,50.1
1001,98607,WA,45.7,-122.4,1,040603,53,011,91.5,80.3,27.4
1002,98685,WA,45.72,-122.69,1,040909,53,011,98.0,87.3,28.3
1003,98802,WA,47.5,-120.2,3,950200,53,017,92.6,59.2,48.3
1004,98815,WA,47.5,-120.5,1,960500,53,007,89.9,66.2,39.9
1005,98826,WA,47.7,-120.8,1,960200,53,007,86.8,70.6,41.9
1006,98921,WA,46.4,-120.2,1,002200,53,077,89.3,59.4,40.6
1007,99201,WA,47.66,-117.44,1,002300,53,063,90.8,49.7,51.5
1008,99203,WA,47.63,-117.41,1,004200,53,063,97.8,81.2,29.4
1010,99362,WA,46.1,-118.3,2,920200,53,071,91.0,71.1,41.2
1011,99801,AK,58.0,-134.0,4,000300,02,105,74.7,45.7,40.1
