,ZIP,State,Lat,Lng,Size,Tract,State_code,County,Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Car truck or van drove alone,Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Car truck or van carpooled,Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Public transportation (excluding taxicab),Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Walked,Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Other means,Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Worked at home
73,80138,CO,39.5,-104.7,2,013911,08,035,80.9,7.6,0.0,0.4,0.8,10.3
74,80202,CO,39.75,-105.0,1,001701,08,031,44.8,3.1,13.6,25.4,1.7,11.3
75,80203,CO,39.73,-104.98,2,002702,08,031,57.8,2.8,5.4,13.8,10.6,9.7
76,80204,CO,39.74,-105.02,1,000800,08,031,54.5,18.0,20.6,6.9,0.0,0.0
77,80206,CO,39.73,-104.95,2,003300,08,031,67.9,9.3,6.1,4.8,2.3,9.5
78,80207,CO,39.76,-104.92,6,004104,08,031,74.0,8.9,4.7,0.0,5.8,6.5
79,80209,CA,39.71,-104.98,1,002902,08,031,74.2,3.9,4.6,1.8,4.3,11.3
80,80209,CO,39.71,-104.98,3,002902,08,031,74.2,3.9,4.6,1.8,,11.3
81,80211,CO,39.76,-105.02,7,000402,08,031,67.1,2.9,8.3,5.6,7.8,
82,80212,CO,39.77,-105.05,5,000301,08,031,68.0,10.8,2.6,4.6,2.4,11.6
83,80214,CO,39.74,-105.07,5,011550,08,059,67.5,17.2,11.2,1.2,1.0,1.9
84,80215,CO,39.74,-105.11,2,010902,08,059,69.4,14.6,6.0,3.5,1.6,4.9
85,80216,CO,39.79,-104.95,1,003500,08,031,71.0,15.4,4.9,2.5,3.4,2.8
86,80218,CO,39.73,-104.97,3,003201,08,031,61.9,4.6,7.3,9.3,7.2,
87,80219,CO,39.71,-105.03,1,004505,08,031,81.3,11.5,3.7,1.3,0.0,2.2
88,80220,CO,39.73,-104.91,2,004304,08,031,75.3,5.3,3.9,2.7,3.5,9.4
89,80221,CO,39.82,-105.01,3,009502,08,001,82.7,9.4,4.1,0.6,0.0,3.1
90,80222,CO,39.67,-104.93,1,015100,08,005,69.5,4.4,6.9,5.1,1.8,12.4
91,80226,CO,39.71,-105.09,3,011701,08,059,77.7,8.7,2.2,0.0,0.9,10.5
92,80228,CO,39.69,-105.15,11,011712,08,059,79.9,4.8,2.1,0.0,,11.3
93,80230,CO,39.72,-104.89,1,004405,08,031,81.0,6.5,2.3,0.0,2.2,7.9
94,80231,CO,39.67,-104.89,3,087300,08,005,75.6,11.5,6.0,2.0,0.7,4.3
95,80232,CO,39.69,-105.09,4,011702,08,059,79.7,10.1,1.1,0.0,3.3,5.8
96,80235,CO,39.65,-105.09,1,015900,08,059,81.2,12.8,0.9,0.5,1.1,3.5
97,80237,CO,39.64,-104.91,4,006809,08,031,80.3,3.0,8.9,1.6,1.3,4.9
98,80238,CO,39.78,-104.88,4,004106,08,031,81.5,4.6,2.4,0.7,0.2,10.6
99,80241,CO,39.93,-104.96,3,008545,08,001,83.5,6.1,3.0,0.7,0.0,6.6
100,80246,CO,39.7,-104.93,1,004951,08,005,68.0,12.0,10.5,3.7,0.8,5.0
101,80301,CO,40.05,-105.21,6,012707,08,013,57.5,12.5,,0.7,5.0,18.8
102,80302,CO,40.1,-105.4,4,013701,08,013,60.5,11.0,3.0,1.7,4.0,19.9
103,80303,CO,39.97,-105.22,2,060600,08,013,72.2,9.4,0.3,3.1,0.5,14.5
104,80304,CO,40.05,-105.29,3,012104,08,013,62.6,6.7,5.9,1.3,1.8,21.8
105,80305,CO,39.98,-105.26,1,012509,08,013,57.0,4.6,11.0,2.3,8.2,16.8
106,80401,CO,39.7,-105.2,8,009845,08,059,68.2,9.4,1.7,1.0,0.0,
107,80403,CO,39.8,-105.3,5,009808,08,059,,9.8,1.6,5.4,3.1,8.4
108,80420,CO,39.285,-106.065,1,000300,08,093,75.4,7.8,2.2,3.7,1.8,
109,80424,CO,39.5,-106.1,3,000401,08,117,65.2,6.8,9.2,4.4,0.3,14.2
110,80427,CO,39.796,-105.509,1,013800,08,047,74.9,6.9,1.1,2.3,1.3,13.6
111,80433,CO,39.5,-105.3,12,012058,08,059,77.8,8.2,2.0,0.5,0.8,10.6
112,80439,CO,39.7,-105.4,11,014700,08,019,60.7,15.5,0.6,0.8,2.6,19.8
113,80440,CO,39.1,-105.9,1,000400,08,093,66.0,1.8,0.0,0.0,4.9,27.2
114,80443,CO,39.59,-106.09,1,000300,08,117,75.5,0.0,6.2,7.5,0.0,10.8
115,80447,CO,40.3,-106.0,2,000201,08,049,72.2,7.4,0.1,2.8,0.0,17.6
116,80454,CO,39.617,-105.244,3,012027,08,059,73.4,4.9,3.1,0.8,2.3,
117,80457,CO,39.65,-105.3,1,012026,08,059,66.1,7.2,1.0,5.0,3.6,17.1
118,80461,CO,39.2,-106.4,2,961900,08,065,70.9,9.9,3.7,4.8,3.5,7.1
119,80465,CO,39.6,-105.2,3,012034,08,059,66.7,4.9,1.7,1.7,7.4,17.6
120,80466,CO,40.0,-105.5,3,013702,08,013,58.6,12.9,8.7,3.0,1.9,14.9
121,80498,CO,39.8,-106.2,2,000100,08,117,86.1,4.8,0.2,0.9,0.9,7.0
122,80501,CO,40.17,-105.09,2,013401,08,013,69.2,10.4,3.7,4.1,2.8,9.8
123,80503,CO,40.2,-105.2,3,013601,08,013,60.9,6.0,2.7,4.9,4.2,21.3
124,80504,CO,40.2,-105.0,2,002103,08,123,77.3,4.9,0.4,0.0,1.2,16.3
125,80516,CO,40.07,-105.02,4,002009,08,123,81.0,9.1,0.0,1.3,0.0,8.6
126,80521,CO,40.59,-105.13,2,000300,08,069,,16.8,0.0,1.1,7.7,14.6
127,80524,CO,40.7,-105.0,3,002502,08,069,82.5,8.2,1.3,0.5,0.7,6.8
128,80526,CO,40.56,-105.13,6,001104,08,069,81.4,12.6,2.2,0.4,1.3,2.1
129,80528,CO,40.48,-105.0,1,001608,08,069,78.8,8.7,0.0,0.5,3.3,8.8
130,80537,CO,40.4,-105.2,3,001808,08,069,75.6,10.9,0.0,2.0,1.3,10.3
131,80540,CO,40.2,-105.4,3,013602,08,013,62.3,,1.2,6.5,2.2,11.0
132,80602,CO,39.96,-104.91,6,008541,08,001,80.3,6.7,2.9,0.2,1.6,8.1
133,80634,CO,40.4,-104.8,1,001407,08,123,87.2,9.0,0.0,0.5,0.7,2.6
134,80640,CO,39.88,-104.88,2,008535,08,001,75.4,12.5,5.1,0.6,2.6,3.9
135,80701,CO,40.2,-103.8,1,000600,08,087,76.8,14.1,0.4,4.5,1.2,3.1
136,80808,CO,39.0,-104.3,2,003909,08,041,80.1,10.4,0.0,0.7,2.2,6.6
137,80813,CO,38.8,-105.2,1,010201,08,119,77.9,5.7,0.4,,0.6,0.6
138,80814,CO,38.9,-105.1,7,010106,08,119,72.7,16.2,1.0,0.0,2.2,7.9
139,80816,CO,38.8,-105.4,4,000500,08,093,63.1,14.0,0.0,0.6,0.0,22.3
140,80817,CO,38.6,-104.7,2,004511,08,041,83.9,9.6,0.0,1.7,0.0,4.8
141,80820,CO,38.8,-105.6,1,000500,08,093,63.1,14.0,0.0,0.6,0.0,22.3
142,80829,CO,38.83,-104.93,4,003400,08,041,77.1,9.1,0.0,1.9,1.4,10.4
143,80831,CO,39.0,-104.5,7,003909,08,041,80.1,10.4,0.0,0.7,2.2,6.6
144,80836,CO,39.3,-102.6,1,962200,08,063,,7.8,0.0,6.7,1.1,11.3
145,80863,CO,39.0,-105.0,4,003701,08,041,71.4,11.3,0.4,2.3,2.9,11.8
146,80903,CO,38.83,-104.81,1,002200,08,041,63.3,25.1,3.4,2.9,2.9,2.4
147,80904,CO,38.86,-104.87,1,006600,08,041,86.1,7.0,0.0,0.8,2.3,3.9
148,80905,CO,38.83,-104.83,2,002300,08,041,74.7,12.2,6.3,5.2,0.5,1.1
149,80906,CO,38.78,-104.85,10,003100,08,041,83.6,3.1,,1.2,2.9,9.2
150,80907,CO,38.88,-104.82,5,000302,08,041,67.0,19.9,3.6,3.2,1.5,4.9
151,80908,CO,39.0,-104.7,2,007602,08,041,78.5,6.2,0.0,0.5,1.6,13.2
152,80909,CO,38.85,-104.77,8,002000,08,041,80.1,13.0,1.8,2.6,0.8,1.7
153,80911,CO,38.75,-104.73,2,004300,08,041,80.7,9.7,0.7,2.4,0.5,6.0
154,80915,CO,38.85,-104.72,3,005000,08,041,83.9,7.6,0.9,1.0,2.3,4.4
155,80916,CO,38.8,-104.72,1,004008,08,041,75.7,13.1,0.0,5.1,4.1,1.9
156,80917,CO,38.89,-104.75,8,005502,08,041,,10.3,5.0,2.5,0.8,3.7
157,80918,CO,38.91,-104.78,14,004800,08,041,82.2,12.2,1.0,0.7,0.8,3.1
158,80919,CO,38.93,-104.9,24,003701,08,041,71.4,11.3,0.4,2.3,2.9,11.8
159,80920,CO,38.96,-104.77,19,007000,08,041,83.1,,0.0,0.4,1.7,6.2
160,80921,CO,39.0,-104.9,7,003801,08,041,79.0,4.7,1.0,13.6,0.0,1.7
161,80922,CO,38.89,-104.7,2,005109,08,041,89.3,4.6,0.0,0.0,,5.7
162,80924,CO,38.96,-104.73,9,007101,08,041,84.6,7.9,0.0,0.4,0.9,6.2
163,80925,CO,38.8,-104.6,3,004603,08,041,82.7,9.5,0.0,0.0,0.5,7.2
164,80951,CO,38.89,-104.65,1,005104,08,041,78.7,14.5,0.0,0.0,0.9,6.0
165,81001,CO,38.33,-104.52,3,003600,08,101,78.0,4.7,0.4,5.6,1.3,9.8
166,81003,CO,38.27,-104.68,3,002901,08,101,79.4,11.6,7.2,0.0,1.8,0.0
167,81004,CO,38.1,-104.7,6,002804,08,101,68.7,18.6,0.0,3.3,0.5,8.9
168,81006,CO,38.2,-104.5,14,003200,08,101,83.9,4.7,1.1,4.9,1.3,4.2
169,81007,CO,38.4,-104.8,12,002918,08,101,86.6,9.0,0.9,0.0,0.9,2.7
170,81008,CO,38.4,-104.5,4,003600,08,101,78.0,4.7,,5.6,1.3,9.8
171,81019,CO,37.94,-104.84,1,002804,08,101,68.7,18.6,0.0,3.3,0.5,8.9
172,81020,CO,37.4,-104.7,1,000100,08,071,75.9,16.3,0.0,,0.0,6.6
173,81021,CO,38.5,-103.3,2,960100,08,061,78.6,2.1,0.5,6.8,4.6,7.5
174,81023,CO,38.1,-104.9,1,002806,08,101,79.8,11.0,1.1,4.0,1.4,2.7
175,81067,CO,38.0,-103.7,1,968200,08,089,80.1,6.2,0.0,2.5,4.5,6.7
176,81069,CO,37.9,-104.9,1,002804,08,101,68.7,18.6,0.0,3.3,0.5,8.9
177,81101,CO,37.5,-105.8,1,960100,08,003,75.6,17.4,0.0,0.8,0.6,5.7
178,81122,CO,37.4,-107.6,1,970600,08,067,81.2,9.6,0.0,3.5,1.3,4.3
179,81131,CO,37.95,-105.72,1,977600,08,109,60.0,10.6,0.0,10.1,2.4,16.9
180,81132,CO,37.7,-106.6,2,977000,08,105,78.4,10.5,1.3,4.1,1.4,4.4
181,81137,CO,37.1,-107.6,1,940300,08,067,83.8,8.2,0.3,1.9,0.5,5.2
182,81201,CO,38.6,-106.1,23,000300,08,015,76.6,9.7,,1.8,0.7,10.7
183,81212,CO,38.5,-105.4,51,979000,08,043,77.6,10.5,0.4,0.8,0.6,10.1
184,81226,CO,38.3,-105.1,5,979400,08,043,84.4,8.9,0.0,0.6,2.6,3.4
185,81233,CO,38.5,-105.9,1,979000,08,043,77.6,10.5,0.4,,0.6,10.1
186,81236,CO,38.7,-106.2,1,000300,08,015,76.6,9.7,0.5,1.8,0.7,10.7
187,81244,CO,38.3,-105.2,2,979400,08,043,84.4,8.9,0.0,0.6,2.6,3.4
188,81252,CO,38.1,-105.5,5,970100,08,027,66.0,11.5,0.0,2.9,0.0,19.6
189,81303,CO,37.2,-107.9,1,940400,08,067,75.6,12.9,0.0,2.0,0.9,8.6
190,81601,CO,39.6,-107.3,1,951600,08,045,74.9,9.7,5.2,2.7,1.0,
191,81620,CO,39.63,-106.52,1,000503,08,037,69.8,11.3,6.9,5.3,0.6,6.0
192,81631,CO,39.66,-106.82,1,000403,08,037,71.0,12.1,0.4,0.0,1.4,15.2
193,81632,CO,39.5,-106.6,2,000402,08,037,76.3,8.1,,2.9,1.2,8.1
194,84067,UT,41.18,-112.05,2,210506,49,057,84.8,8.8,1.0,0.6,0.6,4.2
195,85085,AZ,33.75,-112.06,1,612200,04,013,77.5,11.3,0.5,0.6,1.8,8.3
196,85268,AZ,33.6,-111.74,1,216821,04,013,69.9,5.6,0.0,2.7,2.9,19.0
197,85396,AZ,33.6,-112.6,1,050605,04,013,74.7,15.4,0.0,1.3,3.3,5.3
198,85541,AZ,34.1,-111.2,1,000600,04,007,78.1,7.2,1.1,0.0,0.0,13.6
199,85641,AZ,32.0,-110.7,1,004109,04,019,80.2,10.5,2.8,0.5,3.0,3.0
200,85901,AZ,34.0,-110.1,1,940200,04,007,66.6,20.4,1.4,7.3,2.4,1.8
201,86406,AZ,34.6,-113.8,1,954800,04,015,76.5,9.0,0.0,4.2,2.4,7.9
202,87015,NM,35.1,-106.2,1,010311,35,049,86.7,4.2,0.0,0.0,0.3,8.8
203,87048,NM,35.24,-106.62,1,010602,35,043,75.1,10.6,1.7,0.5,0.9,11.1
204,87105,NM,35.0,-106.7,1,004604,35,001,82.7,10.7,0.4,0.0,0.3,5.9
205,87110,NM,35.11,-106.58,2,000207,35,001,89.3,,0.0,0.0,3.5,4.7
206,87120,NM,35.1,-106.8,2,940600,35,001,78.0,12.2,0.9,0.6,3.4,4.9
207,87401,NM,36.5,-108.3,1,943000,35,045,84.6,10.3,0.9,0.9,0.9,2.5
208,87501,NM,35.7,-105.9,1,010500,35,049,61.6,4.4,0.0,4.4,4.9,24.6
209,87505,NM,35.6,-105.9,1,010800,35,049,77.5,10.4,0.6,0.0,0.0,11.5
210,87508,NM,35.5,-105.9,1,010700,35,049,71.4,9.1,1.7,1.2,2.8,13.9
211,87571,NM,36.5,-105.5,2,940100,35,055,67.8,12.1,,2.1,1.5,16.0
212,92064,CA,33.0,-117.01,1,017021,06,073,84.2,6.4,0.0,0.6,0.8,7.9
213,94949,CA,38.07,-122.54,1,104101,06,041,72.3,4.5,12.1,7.3,0.0,3.9
