,ZIP,State,Lat,Lng,Size,Tract,State_code,County,Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Car truck or van drove alone,Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Car truck or van carpooled,Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Public transportation (excluding taxicab),Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Walked,Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Other means,Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Worked at home
758,80305,CO,39.98,-105.26,3,012509,08,013,57.0,4.6,11.0,2.3,8.2,16.8
759,80401,CO,39.7,-105.2,7,009845,08,059,68.2,9.4,1.7,1.0,0.0,19.8
760,80403,CO,39.8,-105.3,1,009808,08,059,71.7,9.8,1.6,5.4,3.1,8.4
761,80433,CO,39.5,-105.3,2,012058,08,059,77.8,8.2,2.0,0.5,0.8,10.6
762,80439,CO,39.7,-105.4,6,014700,08,019,60.7,15.5,0.6,0.8,2.6,19.8
763,80443,CO,39.59,-106.09,2,000300,08,117,75.5,0.0,6.2,7.5,0.0,10.8
764,80482,CO,39.92,-105.79,2,000202,08,049,55.7,20.7,5.9,8.4,2.3,6.9
765,80501,CO,40.17,-105.09,1,013401,08,013,69.2,10.4,3.7,4.1,2.8,9.8
766,80503,CO,40.2,-105.2,8,013601,08,013,60.9,6.0,2.7,4.9,4.2,21.3
767,80516,CO,40.07,-105.02,3,002009,08,123,81.0,9.1,0.0,1.3,0.0,8.6
768,80521,CO,40.59,-105.13,7,000300,08,069,59.8,16.8,0.0,1.1,7.7,14.6
769,80524,CO,40.7,-105.0,2,002502,08,069,82.5,8.2,1.3,0.5,0.7,6.8
770,80525,CO,40.52,-105.02,6,001605,08,069,79.6,5.8,0.6,0.8,3.9,9.4
771,80526,CO,40.56,-105.13,6,001104,08,069,81.4,12.6,2.2,0.4,1.3,2.1
772,80528,CO,40.48,-105.0,6,001608,08,069,78.8,8.7,0.0,0.5,3.3,8.8
773,80530,CO,40.1,-104.92,1,002015,08,123,92.7,3.6,1.0,0.0,0.0,2.6
774,80535,CO,40.7,-105.2,1,002402,08,069,59.2,20.0,2.4,1.6,3.0,13.8
775,80537,CO,40.4,-105.2,1,001808,08,069,75.6,10.9,0.0,2.0,1.3,10.3
776,80538,CO,40.5,-105.2,6,002402,08,069,59.2,20.0,2.4,1.6,3.0,13.8
777,80545,CO,40.8,-105.6,1,002401,08,069,53.3,19.4,0.0,1.9,0.0,25.4
778,80550,CO,40.5,-104.9,1,002203,08,123,82.7,3.9,0.0,2.9,1.7,8.8
779,80602,CO,39.96,-104.91,2,008541,08,001,80.3,6.7,2.9,0.2,1.6,8.1
780,80631,CO,40.4,-104.7,3,000300,08,123,55.2,1.2,0.0,27.6,1.7,14.3
781,80634,CO,40.4,-104.8,1,001407,08,123,87.2,9.0,0.0,0.5,0.7,2.6
782,80759,CO,40.1,-102.6,1,963200,08,125,64.0,18.9,0.0,6.4,0.1,10.6
783,80817,CO,38.6,-104.7,6,004511,08,041,83.9,9.6,0.0,1.7,0.0,4.8
784,80831,CO,39.0,-104.5,1,003909,08,041,80.1,10.4,0.0,0.7,2.2,6.6
785,80903,CO,38.83,-104.81,1,002200,08,041,63.3,25.1,3.4,2.9,2.9,2.4
786,80906,CO,38.78,-104.85,1,003100,08,041,83.6,3.1,0.0,1.2,2.9,9.2
787,80907,CO,38.88,-104.82,4,000302,08,041,67.0,19.9,3.6,3.2,1.5,4.9
788,80910,CO,38.8,-104.78,2,005300,08,041,69.8,23.8,0.4,1.6,0.4,3.9
789,80917,CO,38.89,-104.75,1,005502,08,041,77.7,10.3,5.0,2.5,0.8,3.7
790,80918,CO,38.91,-104.78,2,004800,08,041,82.2,12.2,1.0,0.7,0.8,3.1
791,80919,CO,38.93,-104.9,1,003701,08,041,71.4,11.3,0.4,2.3,2.9,11.8
792,80920,CO,38.96,-104.77,1,007000,08,041,83.1,8.6,0.0,0.4,1.7,6.2
793,80922,CO,38.89,-104.7,3,005109,08,041,89.3,4.6,0.0,0.0,0.4,5.7
794,80924,CO,38.96,-104.73,1,007101,08,041,84.6,7.9,0.0,0.4,0.9,6.2
795,80925,CO,38.8,-104.6,1,004603,08,041,82.7,9.5,0.0,0.0,0.5,7.2
796,81004,CO,38.1,-104.7,1,002804,08,101,68.7,18.6,0.0,3.3,0.5,8.9
797,81050,CO,38.0,-103.5,1,968300,08,089,78.8,11.5,0.0,2.6,0.7,6.4
798,81122,CO,37.4,-107.6,1,970600,08,067,81.2,9.6,0.0,3.5,1.3,4.3
799,81137,CO,37.1,-107.6,1,940300,08,067,83.8,8.2,0.3,1.9,0.5,5.2
800,81147,CO,37.2,-107.0,9,974300,08,007,77.0,13.3,0.0,3.6,0.0,6.1
801,81201,CO,38.6,-106.1,3,000300,08,015,76.6,9.7,0.5,1.8,0.7,10.7
802,81225,CO,38.9,-106.9,1,963800,08,051,46.3,9.0,4.9,23.2,12.0,4.6
803,81301,CO,37.4,-107.8,12,970704,08,067,67.4,15.6,0.0,4.6,0.6,11.7
804,81303,CO,37.2,-107.9,4,940400,08,067,75.6,12.9,0.0,2.0,0.9,8.6
805,81321,CO,37.3,-108.7,8,941100,08,083,87.3,3.9,1.4,4.7,1.6,1.0
806,81323,CO,37.5,-108.3,1,969000,08,083,78.2,7.9,0.0,5.2,0.7,8.0
807,81328,CO,37.3,-108.3,12,969100,08,083,64.0,14.2,0.1,5.9,1.6,14.2
808,81403,CO,38.4,-107.9,1,966602,08,085,87.1,7.4,0.2,0.9,0.5,4.1
809,81410,CO,38.8,-107.95,1,964700,08,029,76.3,10.7,0.5,0.7,0.9,10.9
810,81428,CO,38.9,-107.6,1,964600,08,029,59.3,13.2,0.0,9.2,1.2,17.1
811,81432,CO,38.1,-107.7,1,967600,08,091,63.7,14.7,0.0,6.6,2.1,13.0
812,81435,CO,38.0,-108.2,4,968200,08,113,69.4,11.7,2.2,6.0,0.0,10.8
813,81503,CO,39.02,-108.5,4,001900,08,077,86.0,7.0,0.0,0.1,2.0,4.9
814,81505,CO,39.2,-108.5,1,001600,08,077,85.5,2.9,0.0,0.7,0.2,10.6
815,81506,CO,39.12,-108.54,1,001600,08,077,85.5,2.9,0.0,0.7,0.2,10.6
816,81507,CO,39.0,-108.6,6,001900,08,077,86.0,7.0,0.0,0.1,2.0,4.9
817,81612,CO,39.1,-106.8,2,000500,08,097,60.4,4.4,12.6,7.7,5.4,9.6
818,81620,CO,39.63,-106.52,1,000503,08,037,69.8,11.3,6.9,5.3,0.6,6.0
819,81621,CO,39.4,-106.9,1,000302,08,037,67.4,4.5,10.8,3.0,1.6,12.7
820,81623,CO,39.2,-107.2,9,000100,08,097,67.5,4.5,7.4,9.8,0.0,10.8
821,81631,CO,39.66,-106.82,1,000403,08,037,71.0,12.1,0.4,0.0,1.4,15.2
822,82009,WY,41.4,-104.8,3,001901,56,021,86.1,8.7,0.0,0.3,0.4,4.5
823,82070,WY,41.4,-105.8,1,962700,56,001,79.8,10.3,0.0,0.6,0.5,8.8
824,82501,WY,43.2,-108.6,1,940201,56,013,68.5,13.9,0.6,4.2,2.2,10.6
825,82601,WY,43.1,-106.4,1,001401,56,025,87.8,4.9,0.3,0.7,0.4,5.9
826,83101,WY,41.9,-110.3,1,978200,56,023,70.8,9.3,1.3,8.0,3.1,7.5
827,83204,ID,42.8,-112.5,9,981800,16,005,91.2,6.3,0.0,0.0,0.0,2.5
828,83221,ID,43.3,-112.4,2,950300,16,011,77.5,11.6,0.4,1.8,0.7,8.0
829,83350,ID,42.8,-113.6,1,970300,16,067,85.7,7.9,0.0,1.6,0.1,4.8
830,83440,ID,43.8,-111.7,1,950400,16,065,60.7,8.4,0.1,16.9,6.2,7.7
831,83815,ID,47.73,-116.79,1,000700,16,055,93.0,2.7,0.0,1.7,1.1,1.5
832,83843,ID,46.7,-116.9,2,005300,16,057,62.8,14.8,0.9,12.8,4.4,4.3
833,84003,UT,40.4,-111.79,1,010700,49,049,74.9,12.1,1.5,0.6,0.5,10.4
834,84010,UT,40.89,-111.82,6,126402,49,011,83.1,3.6,1.5,0.0,0.8,10.9
835,84014,UT,40.95,-111.84,1,126303,49,011,75.4,4.2,4.5,2.7,1.4,11.9
836,84015,UT,41.11,-112.06,1,125501,49,011,82.9,9.4,2.1,0.9,2.7,2.0
837,84027,UT,40.2,-110.8,1,940300,49,013,78.8,9.7,1.1,0.7,1.3,8.3
838,84041,UT,41.05,-112.0,1,126002,49,011,80.4,6.8,3.2,0.7,1.0,7.9
839,84043,UT,40.39,-111.85,1,000103,49,049,79.4,13.0,2.2,0.9,1.0,3.6
840,84047,UT,40.61,-111.89,2,112503,49,035,83.2,10.1,0.9,1.4,0.2,4.1
841,84062,UT,40.39,-111.74,1,010215,49,049,81.2,5.7,0.6,2.2,1.4,9.0
842,84081,UT,40.6,-112.04,1,114300,49,035,77.9,12.1,1.9,0.9,1.6,5.6
843,84088,UT,40.6,-111.96,2,112917,49,035,78.7,8.7,8.9,0.5,0.0,3.1
844,84092,UT,40.6,-111.7,2,110102,49,035,72.6,4.0,1.7,4.7,1.2,15.8
845,84094,UT,40.57,-111.86,1,112604,49,035,78.4,11.4,1.7,0.9,1.1,6.5
846,84095,UT,40.56,-111.98,2,113020,49,035,70.4,9.8,4.5,3.9,2.1,9.3
847,84098,UT,40.7,-111.5,1,964308,49,043,65.0,5.0,2.4,3.6,4.0,19.9
848,84103,UT,40.8,-111.85,6,114800,49,035,70.7,13.4,4.6,3.7,2.0,5.6
849,84108,UT,40.8,-111.7,2,110103,49,035,77.6,10.3,1.0,2.3,5.2,3.6
850,84109,UT,40.72,-111.76,1,110103,49,035,77.6,10.3,1.0,2.3,5.2,3.6
851,84123,UT,40.66,-111.92,2,113515,49,035,83.0,10.3,3.6,0.0,0.0,3.0
852,84310,UT,41.3,-111.9,1,210100,49,057,78.3,7.8,0.0,0.6,1.3,12.0
853,84333,UT,41.91,-111.79,5,000101,49,005,69.4,18.6,1.7,2.3,1.4,6.6
854,84403,UT,41.19,-111.9,3,210100,49,057,78.3,7.8,0.0,0.6,1.3,12.0
855,84404,UT,41.2,-112.2,1,210403,49,057,80.0,6.8,0.0,1.0,0.3,11.8
856,84532,UT,38.6,-109.4,2,000300,49,019,71.3,14.3,0.1,3.6,3.8,6.9
857,84535,UT,37.9,-109.5,2,978100,49,037,80.4,1.7,0.0,3.4,0.3,14.2
858,84604,UT,40.3,-111.5,1,010900,49,049,67.9,23.0,0.9,1.3,0.0,6.9
859,84663,UT,40.18,-111.58,1,003002,49,049,78.2,9.2,1.4,0.0,3.6,7.6
860,84664,UT,40.11,-111.58,1,010305,49,049,78.1,10.1,0.5,1.0,0.0,10.4
861,84741,UT,37.0,-112.0,1,002000,04,005,56.2,14.5,0.0,10.9,0.0,18.5
862,84767,UT,37.18,-113.0,1,270100,49,053,66.7,10.9,0.0,2.7,1.5,18.2
863,84775,UT,38.3,-111.5,1,979100,49,055,75.9,12.3,0.0,5.6,0.6,5.7
864,84790,UT,37.1,-113.7,6,270300,49,053,74.7,10.6,0.7,8.7,0.4,4.8
865,85006,AZ,33.47,-112.05,1,111700,04,013,73.5,13.0,2.0,0.6,4.9,6.0
866,85015,AZ,33.51,-112.1,1,107300,04,013,70.0,19.5,5.6,1.0,1.3,2.6
867,85020,AZ,33.57,-112.05,1,104702,04,013,74.0,11.3,2.8,3.9,3.3,4.6
868,85021,AZ,33.56,-112.1,1,105503,04,013,77.7,7.9,8.0,4.6,0.9,1.0
869,85022,AZ,33.62,-112.05,1,103611,04,013,84.7,4.7,0.4,0.0,1.8,8.3
870,85027,AZ,33.68,-112.1,1,614700,04,013,72.5,10.7,1.4,4.6,5.6,5.2
871,85041,AZ,33.38,-112.12,1,116612,04,013,67.6,23.5,2.4,0.4,1.7,4.4
872,85050,AZ,33.69,-112.0,2,615000,04,013,76.0,9.3,0.3,1.1,1.7,11.6
873,85087,AZ,33.9,-112.0,1,610700,04,013,80.1,6.9,1.9,0.0,1.3,9.8
874,85140,AZ,33.3,-111.5,1,000207,04,021,79.6,6.6,0.0,1.4,4.3,8.2
875,85142,AZ,33.2,-111.6,1,000209,04,021,79.1,16.8,0.0,1.4,0.9,1.9
876,85226,AZ,33.27,-111.99,2,941100,04,013,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0
877,85248,AZ,33.23,-111.9,3,941100,04,013,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0
878,85258,AZ,33.56,-111.88,1,941300,04,013,73.0,15.0,1.1,0.0,4.9,6.0
879,85259,AZ,33.6,-111.81,2,216849,04,013,79.1,3.8,0.0,0.0,3.9,13.2
880,85308,AZ,33.67,-112.19,2,614200,04,013,85.3,7.7,1.1,0.6,0.3,5.0
881,85365,AZ,32.8,-114.5,1,010914,04,027,68.9,2.9,0.0,19.4,0.0,8.8
882,85381,AZ,33.61,-112.23,2,071512,04,013,88.7,5.0,0.0,0.0,0.0,6.3
883,85382,AZ,33.65,-112.25,1,617600,04,013,85.9,6.9,0.0,0.0,1.7,5.5
884,85545,AZ,33.7,-111.0,2,000700,04,007,81.2,6.3,0.0,3.2,0.0,9.3
885,85615,AZ,31.4,-110.2,1,002100,04,003,81.8,11.8,0.0,1.6,3.6,1.2
886,85623,AZ,32.7,-110.9,1,000802,04,021,84.1,10.2,0.3,0.0,0.4,5.1
887,85637,AZ,31.66,-110.67,1,966000,04,023,67.1,5.4,0.0,8.8,3.8,14.9
888,85718,AZ,32.34,-110.91,3,004714,04,019,78.4,8.9,1.9,2.1,1.3,7.4
889,85739,AZ,32.5,-110.8,1,004716,04,019,87.3,6.4,0.0,0.8,0.0,5.5
890,85745,AZ,32.24,-111.07,1,004428,04,019,72.4,8.7,0.7,0.7,3.3,14.1
891,85748,AZ,32.21,-110.73,1,004061,04,019,76.8,11.0,0.0,3.2,1.4,7.6
892,85935,AZ,34.13,-109.91,1,964900,04,017,72.5,20.2,0.0,0.0,0.0,7.4
893,86001,AZ,35.2,-111.8,2,002200,04,005,74.8,16.3,0.8,1.0,1.2,5.9
894,86017,AZ,34.945,-111.646,1,001500,04,005,77.6,5.5,0.1,1.8,6.9,8.2
895,86303,AZ,34.5,-112.4,2,000700,04,025,74.3,15.7,0.0,2.7,0.5,6.8
896,86334,AZ,35.1,-112.8,1,002100,04,025,57.3,31.0,0.0,6.8,3.5,1.5
897,86336,AZ,34.9,-111.9,1,001802,04,025,64.2,5.5,0.0,9.1,2.9,18.3
898,86406,AZ,34.6,-113.8,1,954800,04,015,76.5,9.0,0.0,4.2,2.4,7.9
899,87048,NM,35.24,-106.62,17,010602,35,043,75.1,10.6,1.7,0.5,0.9,11.1
900,87059,NM,35.0,-106.4,1,003807,35,001,73.9,12.7,0.0,0.2,0.0,13.3
901,87104,NM,35.1,-106.67,1,002500,35,001,79.6,9.9,1.8,0.0,3.6,5.1
902,87109,NM,35.15,-106.57,1,003724,35,001,82.4,6.2,0.0,0.0,5.1,6.2
903,87114,NM,35.19,-106.68,1,004752,35,001,81.0,2.7,0.5,2.7,4.3,8.8
904,87120,NM,35.1,-106.8,3,940600,35,001,78.0,12.2,0.9,0.6,3.4,4.9
905,87122,NM,35.2,-106.5,1,940500,35,001,73.9,11.6,0.0,0.0,1.7,12.7
906,87301,NM,35.4,-108.6,2,973100,35,031,72.5,6.8,0.0,0.0,4.2,16.5
907,87313,NM,35.7,-107.9,1,943500,35,031,73.5,7.4,0.3,4.7,3.8,10.2
908,87410,NM,36.9,-108.0,2,000611,35,045,82.3,10.5,0.0,0.5,1.0,5.6
909,87416,NM,36.77,-108.42,2,000504,35,045,79.1,17.1,0.0,0.5,0.5,2.7
910,87420,NM,36.8,-108.7,1,942802,35,045,86.3,6.3,0.0,2.0,0.5,4.9
911,87506,NM,35.8,-106.0,1,940400,35,049,80.6,2.7,0.6,0.7,0.0,15.4
912,87507,NM,35.6,-106.1,1,010304,35,049,71.1,17.7,0.9,0.9,0.0,9.4
913,87508,NM,35.5,-105.9,1,010700,35,049,71.4,9.1,1.7,1.2,2.8,13.9
914,87544,NM,35.9,-106.3,1,000100,35,028,78.2,10.2,4.8,0.6,3.9,2.3
915,87901,NM,33.1,-106.8,4,962401,35,051,95.5,1.4,0.0,0.0,0.9,2.2
916,88011,NM,32.3,-106.7,4,001204,35,013,81.2,8.1,2.2,0.4,1.8,6.4
917,88220,NM,32.4,-104.3,1,000401,35,015,80.5,16.0,0.5,0.6,1.2,1.3
918,88401,NM,35.0,-103.8,1,958900,35,037,74.5,15.9,0.0,2.3,1.2,6.1
919,89021,NV,36.61,-114.49,1,005613,32,003,78.2,14.8,0.0,1.6,1.7,3.6
920,89044,NV,35.7,-115.1,17,005703,32,003,34.7,0.0,0.2,57.6,0.0,7.5
921,89113,NV,36.06,-115.26,1,002976,32,003,82.6,8.4,0.0,1.6,4.1,3.3
922,89123,NV,36.04,-115.15,4,002829,32,003,81.1,9.6,1.2,0.0,2.2,5.8
923,89129,NV,36.23,-115.3,1,003240,32,003,81.2,8.9,0.0,0.5,5.5,3.9
924,89148,NV,36.06,-115.3,1,005840,32,003,86.7,8.4,0.3,0.0,0.3,4.3
925,89149,NV,36.28,-115.29,4,003232,32,003,84.2,7.4,0.0,0.4,2.2,5.7
926,89178,NV,35.9,-115.5,1,005827,32,003,88.1,8.7,0.4,0.0,0.9,2.0
927,89502,NV,39.5,-119.75,1,002103,32,031,84.6,6.9,0.0,1.3,1.6,5.6
928,89509,NV,39.5,-119.83,1,001104,32,031,79.8,8.7,0.0,1.6,1.3,8.6
929,90004,CA,34.08,-118.31,5,192420,06,037,78.0,6.1,12.5,1.8,0.0,1.6
930,90034,CA,34.03,-118.4,1,269800,06,037,80.6,2.5,6.0,0.3,5.2,5.4
931,90275,CA,33.76,-118.36,2,670500,06,037,76.7,7.9,0.6,2.0,0.7,12.1
932,90277,CA,33.83,-118.39,2,621324,06,037,77.4,3.9,4.7,0.0,6.2,7.8
933,90303,CA,33.93,-118.33,1,600502,06,037,78.6,8.9,11.2,0.0,0.0,1.3
934,90403,CA,34.03,-118.49,3,701501,06,037,78.6,2.3,7.8,2.9,2.5,6.0
935,90405,CA,34.01,-118.47,1,702202,06,037,73.6,3.5,1.2,3.5,6.0,12.2
936,90501,CA,33.83,-118.31,1,650901,06,037,73.3,11.1,7.7,3.8,1.9,2.3
937,90504,CA,33.87,-118.33,1,650102,06,037,78.5,15.8,0.4,1.1,1.5,2.8
938,90660,CA,33.99,-118.08,2,500900,06,037,85.6,7.0,2.8,1.3,0.9,2.5
939,90814,CA,33.77,-118.14,1,577603,06,037,81.0,2.4,2.5,1.9,1.2,11.0
940,91001,CA,34.22,-118.13,1,930101,06,037,78.1,0.0,0.0,21.9,0.0,0.0
941,91030,CA,34.11,-118.16,1,480703,06,037,74.4,7.3,3.7,1.8,1.7,11.1
942,91320,CA,34.19,-118.94,1,006100,06,111,75.3,9.2,2.6,7.7,1.9,3.3
943,91326,CA,34.29,-118.56,1,108201,06,037,80.2,10.6,1.3,1.6,0.0,6.4
944,91343,CA,34.24,-118.48,1,117202,06,037,81.0,8.7,2.7,0.0,2.6,5.0
945,91355,CA,34.42,-118.61,1,920339,06,037,78.5,9.9,4.1,0.0,2.5,4.9
946,91360,CA,34.21,-118.88,1,006600,06,111,80.2,5.1,0.4,2.2,1.3,10.8
947,91367,CA,34.17,-118.62,2,137201,06,037,71.3,7.1,1.9,10.3,1.1,8.4
948,91401,CA,34.18,-118.43,2,123602,06,037,64.6,13.8,6.6,1.4,1.5,12.2
949,91423,CA,34.15,-118.43,1,141101,06,037,82.6,7.5,4.5,1.2,0.0,4.3
950,91505,CA,34.18,-118.35,1,311100,06,037,78.0,4.9,9.6,0.3,1.8,5.4
951,91604,CA,34.14,-118.39,1,143800,06,037,78.8,4.2,7.1,1.0,2.3,6.6
952,91606,CA,34.19,-118.39,4,123901,06,037,65.2,8.9,13.6,1.9,2.6,7.8
953,91709,CA,33.95,-117.73,1,000116,06,071,85.1,7.1,2.0,0.0,0.2,5.5
954,91740,CA,34.12,-117.85,1,401101,06,037,79.1,10.6,1.9,0.0,5.2,3.2
955,91786,CA,34.1,-117.66,2,000824,06,071,78.1,13.8,3.1,0.0,1.3,3.7
956,91790,CA,34.07,-117.94,2,406702,06,037,72.0,15.6,4.3,1.7,2.0,4.4
957,91911,CA,32.6,-117.04,1,013306,06,073,73.8,17.9,3.9,0.0,2.0,2.4
958,92009,CA,33.1,-117.25,1,020014,06,073,79.1,2.5,1.5,0.4,2.1,14.4
959,92056,CA,33.2,-117.29,1,018516,06,073,85.6,3.7,0.4,0.4,2.4,7.6
960,92057,CA,33.25,-117.29,2,018612,06,073,81.2,9.5,3.2,1.4,2.5,2.2
961,92065,CA,33.0,-116.8,1,020811,06,073,82.5,7.6,0.0,0.2,1.0,8.7
962,92071,CA,32.86,-116.99,1,016612,06,073,80.9,10.9,0.6,0.3,1.5,5.8
963,92078,CA,33.12,-117.18,1,020027,06,073,83.2,4.2,0.0,0.9,2.4,9.3
964,92081,CA,33.16,-117.25,3,019806,06,073,77.7,6.0,0.8,3.0,0.9,11.6
965,92084,CA,33.22,-117.21,1,019207,06,073,83.5,6.6,2.9,0.9,0.7,5.5
966,92101,CA,32.72,-117.18,1,009902,06,073,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0
967,92104,CA,32.74,-117.13,2,004300,06,073,82.8,3.1,0.8,1.9,2.6,8.7
968,92106,CA,32.73,-117.23,2,007002,06,073,67.0,11.6,0.0,0.0,5.1,16.3
969,92107,CA,32.74,-117.24,2,007400,06,073,80.6,4.3,1.6,1.3,4.3,7.8
970,92108,CA,32.77,-117.15,2,009304,06,073,77.0,6.3,7.6,1.7,1.8,5.6
971,92109,CA,32.8,-117.24,1,007903,06,073,82.5,0.9,5.1,3.4,3.7,4.4
972,92122,CA,32.86,-117.2,1,008344,06,073,74.3,8.0,2.6,0.0,1.3,13.8
973,92126,CA,32.91,-117.14,1,008358,06,073,72.8,14.5,2.9,1.9,3.0,4.8
974,92127,CA,33.02,-117.14,1,017030,06,073,80.7,7.7,0.9,1.0,1.6,8.1
975,92130,CA,32.95,-117.2,2,021500,06,073,84.0,2.4,0.4,0.4,1.0,11.7
976,92253,CA,33.67,-116.28,10,045125,06,065,69.0,7.1,0.0,1.7,4.3,17.9
977,92262,CA,33.86,-116.58,2,044606,06,065,59.1,9.7,5.2,5.6,0.6,19.7
978,92264,CA,33.7,-116.5,1,044807,06,065,80.3,1.7,0.0,3.0,0.8,14.2
979,92307,CA,34.6,-117.1,3,012104,06,071,84.5,5.3,2.4,0.0,0.0,7.8
980,92373,CA,34.0,-117.1,1,043823,06,065,84.0,8.8,0.8,0.2,1.9,4.4
981,92503,CA,33.9,-117.45,1,031702,06,065,78.7,9.1,0.1,0.0,4.4,7.7
982,92507,CA,33.97,-117.33,1,042206,06,065,83.1,7.3,0.9,2.4,3.7,2.6
983,92592,CA,33.5,-117.0,1,043239,06,065,80.8,4.2,0.0,2.8,3.7,8.5
984,92618,CA,33.67,-117.74,1,052404,06,059,95.0,0.0,0.0,0.0,0.0,5.0
985,92626,CA,33.68,-117.9,1,063903,06,059,77.8,9.3,3.2,2.0,6.0,1.8
986,92627,CA,33.65,-117.92,1,063702,06,059,69.9,17.7,3.0,3.7,5.1,0.5
987,92629,CA,33.48,-117.71,1,042338,06,059,80.8,5.1,0.0,1.2,1.3,11.5
988,92656,CA,33.56,-117.73,6,062639,06,059,76.7,10.1,0.0,1.6,0.0,11.5
989,92672,CA,33.3,-117.5,1,990100,06,073,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0
990,92677,CA,33.53,-117.71,4,042319,06,059,79.5,7.4,0.0,0.8,1.0,11.4
991,92679,CA,33.6,-117.5,1,032041,06,059,65.2,9.5,0.0,8.7,0.0,16.6
992,92691,CA,33.61,-117.67,5,032002,06,059,82.2,6.8,0.6,0.5,1.6,8.4
993,92692,CA,33.6,-117.65,1,032020,06,059,82.1,5.5,2.1,1.0,1.2,8.1
994,92705,CA,33.74,-117.81,1,075506,06,059,80.6,12.6,0.5,0.0,2.7,3.5
995,92821,CA,33.93,-117.89,1,001506,06,059,82.1,9.6,0.3,1.5,0.7,5.7
996,92860,CA,33.93,-117.55,1,040812,06,065,76.9,8.8,1.5,2.3,1.6,8.9
997,92870,CA,33.88,-117.85,1,011715,06,059,86.3,8.6,0.6,0.7,0.9,2.8
998,93012,CA,34.2,-119.0,2,005600,06,111,80.7,9.9,2.2,1.1,1.9,4.2
999,93103,CA,34.43,-119.68,1,000801,06,083,63.7,17.9,5.6,2.6,4.7,5.4
1000,93309,CA,35.35,-119.06,1,002812,06,029,80.1,15.6,1.1,0.6,2.0,0.6
1001,93401,CA,35.2,-120.6,1,012302,06,079,70.0,4.8,0.7,1.0,0.8,22.8
1002,93422,CA,35.5,-120.7,1,012704,06,079,82.3,8.6,1.5,0.7,0.8,6.1
1003,93436,CA,34.6,-120.4,1,003102,06,083,74.6,18.1,0.0,1.1,0.0,6.2
1004,93453,CA,35.3,-120.1,2,012702,06,079,74.2,11.6,0.1,2.4,4.1,7.5
1005,93455,CA,34.8,-120.4,2,002006,06,083,71.4,10.6,9.9,1.1,0.7,6.2
1006,93514,CA,37.5,-118.3,1,000101,06,051,64.5,18.9,1.8,4.6,0.0,10.2
1007,93536,CA,34.7,-118.5,1,920102,06,037,77.8,8.9,0.4,3.9,0.5,8.4
1008,93550,CA,34.5,-118.1,1,910812,06,037,67.2,8.0,0.0,0.0,0.0,24.8
1009,93555,CA,35.6,-117.7,1,005403,06,029,80.3,10.7,0.0,1.1,4.3,3.6
1010,93619,CA,36.9,-119.6,1,006405,06,019,73.8,13.1,0.0,1.4,1.4,10.3
1011,93638,CA,37.0,-120.0,1,000507,06,039,83.7,12.2,0.0,0.1,1.8,2.3
1012,93933,CA,36.68,-121.79,1,014202,06,053,76.0,9.4,3.0,2.5,3.1,6.0
1013,94010,CA,37.57,-122.37,1,605600,06,081,70.6,10.8,5.6,0.4,0.5,12.0
1014,94024,CA,37.36,-122.09,2,510001,06,085,78.6,8.9,2.5,1.1,2.3,6.7
1015,94025,CA,37.46,-122.18,1,612500,06,081,60.5,6.0,7.6,3.9,9.7,12.3
1016,94030,CA,37.61,-122.4,1,604400,06,081,65.4,11.9,14.0,2.8,3.9,2.1
1017,94040,CA,37.38,-122.09,1,509801,06,085,77.3,2.9,8.5,1.7,5.3,4.3
1018,94061,CA,37.46,-122.24,1,611100,06,081,77.0,5.5,1.7,3.0,2.5,10.3
1019,94065,CA,37.53,-122.23,4,610302,06,081,78.0,12.2,3.8,3.4,1.7,0.8
1020,94085,CA,37.39,-122.02,2,509000,06,085,71.7,14.5,7.8,0.7,3.8,1.6
1021,94089,CA,37.4,-122.0,1,504805,06,085,79.4,8.6,3.0,3.3,2.2,3.5
1022,94107,CA,37.77,-122.39,1,060700,06,075,17.7,8.7,38.6,21.9,7.9,5.3
1023,94110,CA,37.75,-122.42,3,020900,06,075,22.7,2.2,49.6,9.8,12.0,3.8
1024,94114,CA,37.76,-122.44,1,020401,06,075,39.2,3.8,35.6,3.1,5.5,12.8
1025,94115,CA,37.79,-122.44,1,013400,06,075,38.2,3.1,25.1,12.5,10.3,10.8
1026,94117,CA,37.77,-122.44,4,016700,06,075,26.7,3.4,37.7,8.6,14.7,8.9
1027,94118,CA,37.78,-122.46,2,045100,06,075,33.6,4.3,40.7,7.4,8.5,5.6
1028,94131,CA,37.75,-122.44,2,021300,06,075,39.5,5.6,37.4,0.6,1.8,15.2
