,ZIP,State,Lat,Lng,Size,Tract,State_code,County,Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Car truck or van drove alone,Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Car truck or van carpooled,Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Public transportation (excluding taxicab),Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Walked,Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Other means,Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Worked at home
21,2145,MA,42.39,-71.09,1,350200,25,017,49.8,13.4,21.7,3.4,7.1,4.5
22,2176,MA,42.46,-71.06,1,336200,25,017,69.1,2.6,18.9,1.4,0.7,7.2
23,2210,MA,42.35,-71.04,1,060600,25,025,34.7,2.8,25.1,28.2,6.3,2.9
24,2421,MA,42.44,-71.23,3,358400,25,017,73.2,4.5,9.3,2.0,2.5,8.5
25,2445,MA,42.32,-71.13,4,401100,25,021,54.7,4.0,13.1,13.8,4.0,10.4
26,2459,MA,42.31,-71.19,1,373900,25,017,74.5,2.2,8.7,1.1,0.0,13.5
27,2467,MA,42.32,-71.16,1,401200,25,021,65.1,9.3,13.5,5.0,2.0,5.1
28,2492,MA,42.28,-71.25,1,403400,25,021,69.8,3.8,9.5,6.6,1.0,9.4
29,2540,MA,41.57,-70.63,1,014900,25,001,69.8,5.1,3.5,6.1,6.0,9.4
30,2563,MA,41.72,-70.48,1,013600,25,001,90.3,2.8,0.7,0.4,0.9,4.8
31,2717,MA,41.75,-70.97,1,617102,25,005,91.1,4.4,0.5,0.0,2.1,2.0
32,2813,RI,41.4,-71.66,2,051101,44,009,84.6,7.2,1.5,1.4,1.2,4.1
33,2838,RI,41.97,-71.47,3,011500,44,007,89.0,5.3,1.4,1.2,0.1,3.0
34,2906,RI,41.84,-71.39,1,003400,44,007,69.9,4.5,4.2,10.4,3.7,7.4
35,3033,NH,42.75,-71.67,1,018000,33,011,82.5,4.4,0.3,0.3,2.1,10.5
36,3256,NH,43.6,-71.6,1,965300,33,001,86.8,7.1,0.0,0.6,0.7,4.8
37,3819,NH,42.93,-71.12,1,053000,33,015,85.8,9.1,0.0,1.8,0.0,3.2
38,4949,ME,44.37,-69.33,2,045000,23,027,78.7,11.1,0.6,2.2,0.9,6.4
39,5048,VT,43.57,-72.42,4,965700,50,027,82.2,13.7,0.0,1.0,0.0,3.1
40,5444,VT,44.6,-72.9,1,002900,50,007,79.8,8.4,0.3,0.9,1.3,9.2
41,6351,CT,41.58,-71.96,2,709100,09,011,85.8,9.3,0.0,0.0,1.6,3.3
42,6410,CT,41.51,-72.91,1,343102,09,009,79.3,4.8,0.0,5.7,0.7,9.4
43,6441,CT,41.46,-72.57,1,590100,09,007,86.1,6.5,1.3,0.2,0.7,5.0
44,6457,CT,41.5,-72.7,2,580100,09,007,90.2,1.8,0.3,0.4,3.0,4.3
45,6488,CT,41.49,-73.23,4,348125,09,009,81.9,13.3,0.0,0.7,2.1,1.9
46,6611,CT,41.26,-73.21,4,090700,09,001,82.1,4.0,4.5,0.4,1.9,7.2
47,6810,CT,41.38,-73.47,2,210600,09,001,70.9,20.0,2.0,0.0,5.0,2.0
48,6854,CT,41.08,-73.42,1,044400,09,001,53.9,8.8,24.5,5.0,1.9,5.8
49,6878,CT,41.03,-73.58,1,011100,09,001,41.4,2.6,38.6,0.6,0.9,15.8
50,7040,NJ,40.73,-74.27,2,019500,34,013,42.8,1.9,37.6,2.1,2.1,13.4
51,7047,NJ,40.79,-74.02,1,015500,34,017,25.7,9.6,48.8,12.9,2.3,0.7
52,7059,NJ,40.63,-74.51,1,052204,34,035,80.8,7.8,2.3,0.4,0.4,8.3
53,7076,NJ,40.64,-74.37,1,038601,34,039,74.6,4.9,8.6,1.5,0.0,10.4
54,7079,NJ,40.75,-74.26,2,019300,34,013,52.5,6.9,29.3,7.1,0.4,3.8
55,7110,NJ,40.82,-74.16,2,013800,34,013,75.5,7.9,11.8,0.4,0.0,4.4
56,7666,NJ,40.89,-74.01,1,054500,34,003,60.1,6.8,19.8,2.9,0.6,9.7
57,7747,NJ,40.41,-74.23,1,803000,34,025,70.4,6.9,14.9,1.5,1.2,5.1
58,7750,NJ,40.33,-73.99,1,804100,34,025,74.1,3.5,11.2,1.0,2.6,7.6
59,7821,NJ,41.0,-74.7,3,374400,34,037,82.6,8.3,1.0,0.0,0.5,7.7
60,7920,NJ,40.68,-74.54,1,052603,34,035,82.1,4.0,5.8,0.5,0.8,6.8
61,8012,NJ,39.78,-75.05,1,608210,34,007,81.2,7.2,6.8,2.9,0.0,1.8
62,8081,NJ,39.74,-74.97,2,609203,34,007,84.4,11.1,2.4,0.0,0.4,1.6
63,8205,NJ,39.49,-74.47,1,010501,34,001,85.6,4.7,0.8,0.5,2.5,5.9
64,8505,NJ,40.1,-74.7,1,701401,34,005,84.4,6.5,4.7,2.6,0.5,1.4
65,8510,NJ,40.18,-74.42,1,812501,34,025,78.5,5.3,8.3,0.4,1.3,6.1
66,8540,NJ,40.4,-74.7,2,054201,34,035,71.1,4.6,13.6,1.1,0.5,9.2
67,8742,NJ,40.08,-74.06,2,711100,34,029,77.9,6.7,4.4,2.3,2.2,6.5
68,8807,NJ,40.59,-74.62,1,050703,34,035,83.1,6.7,4.0,0.4,0.7,5.0
69,8817,NJ,40.52,-74.4,1,001502,34,023,76.6,6.9,11.2,1.0,1.1,3.2
70,8820,NJ,40.58,-74.37,1,001413,34,023,67.7,8.0,15.3,0.6,0.4,7.9
71,8822,NJ,40.5,-74.9,2,011302,34,019,79.5,7.4,5.1,1.0,1.0,6.0
72,8846,NJ,40.57,-74.5,1,000200,34,023,73.9,12.0,5.9,4.5,1.5,2.2
73,8904,NJ,40.5,-74.43,3,001100,34,023,66.0,8.0,7.7,9.1,2.8,6.5
74,10013,NY,40.72,-74.01,1,003900,36,061,4.5,0.7,50.6,19.6,12.0,12.5
75,10306,NY,40.57,-74.13,1,013800,36,085,62.5,2.8,29.5,1.7,1.1,2.5
76,10314,NY,40.6,-74.15,1,027301,36,085,54.2,10.4,33.6,0.5,0.0,1.3
77,10467,NY,40.88,-73.87,1,043500,36,005,0.0,8.6,91.4,0.0,0.0,0.0
78,10522,NY,41.01,-73.87,2,010500,36,119,50.4,13.5,26.3,3.8,0.9,5.1
79,10543,NY,40.95,-73.73,1,007402,36,119,59.8,7.9,22.5,1.7,0.9,7.1
80,10583,NY,40.99,-73.79,1,009900,36,119,44.4,8.5,36.3,0.9,0.6,9.3
81,10950,NY,41.3,-74.2,1,014202,36,071,73.7,4.9,13.6,1.9,0.3,5.7
82,10952,NY,41.12,-74.09,1,011602,36,087,73.1,4.2,7.9,2.8,0.0,11.9
83,11021,NY,40.79,-73.73,1,300700,36,059,39.6,2.4,37.4,9.2,3.8,7.6
84,11109,NY,40.744,-73.956,2,000700,36,081,11.3,2.2,76.9,5.4,1.1,3.0
85,11201,NY,40.7,-73.99,1,001300,36,047,11.1,0.0,56.9,23.3,3.7,5.0
86,11215,NY,40.67,-73.98,2,015500,36,047,9.0,0.9,59.7,11.5,9.4,9.5
87,11217,NY,40.68,-73.98,1,012901,36,047,2.5,0.0,73.2,9.3,3.7,11.3
88,11231,NY,40.68,-74.0,2,006500,36,047,7.5,2.4,65.8,10.9,8.9,4.5
89,11233,NY,40.68,-73.92,4,037900,36,047,19.1,3.3,68.6,5.1,0.0,3.9
90,11237,NY,40.7,-73.92,1,043100,36,047,7.9,1.5,77.1,5.2,7.2,1.1
91,11238,NY,40.68,-73.96,2,030500,36,047,5.0,0.0,77.6,6.0,7.2,4.2
92,11520,NY,40.64,-73.58,1,414502,36,059,82.5,1.3,10.8,0.7,2.6,2.0
93,11971,NY,41.06,-72.43,1,170201,36,103,74.2,5.3,7.0,3.8,5.0,4.7
94,12159,NY,42.65,-73.88,1,014501,36,001,87.6,5.0,0.2,0.0,0.0,7.2
95,12304,NY,42.78,-73.9,1,021800,36,093,83.9,7.7,4.1,1.0,1.2,2.1
96,13066,NY,43.04,-76.0,1,015000,36,067,86.9,5.2,0.0,1.9,0.0,5.9
97,13210,NY,43.03,-76.13,1,005500,36,067,63.6,9.8,14.0,6.9,0.9,4.7
98,13224,NY,43.03,-76.1,1,014700,36,067,75.5,12.1,2.2,1.9,4.7,3.5
99,13357,NY,42.97,-75.08,1,010100,36,043,78.2,9.0,0.5,5.1,0.7,6.5
100,13827,NY,42.1,-76.3,1,020600,36,107,86.4,7.4,1.3,0.5,1.7,2.7
101,13905,NY,42.2,-76.0,1,010200,36,007,84.0,8.8,0.0,1.9,0.0,5.3
102,14062,NY,42.4,-79.2,1,036100,36,013,85.4,8.3,0.2,2.4,1.2,2.5
103,14072,NY,43.01,-78.96,1,007304,36,029,94.4,2.2,0.0,0.0,0.0,3.4
104,14202,NY,42.89,-78.89,1,007202,36,029,60.2,13.0,12.0,9.1,1.7,4.0
105,14226,NY,42.98,-78.79,1,009200,36,029,83.0,4.7,0.8,6.5,0.0,4.9
106,14428,NY,43.1,-77.9,1,015000,36,055,91.1,6.2,0.0,0.9,0.1,1.7
107,14450,NY,43.1,-77.43,1,011703,36,055,88.6,4.6,0.1,0.0,0.1,6.7
108,14580,NY,43.22,-77.45,1,011205,36,055,93.0,3.7,0.0,0.0,1.2,2.2
109,14620,NY,43.13,-77.61,1,003805,36,055,40.5,3.6,5.8,40.9,5.4,3.8
110,14625,NY,43.15,-77.51,1,011604,36,055,87.3,9.0,0.4,0.0,0.0,3.3
111,14850,NY,42.4,-76.5,5,001100,36,109,65.7,6.2,2.3,17.6,2.3,5.9
112,14882,NY,42.6,-76.6,1,002300,36,109,85.5,6.2,0.6,2.1,0.0,5.6
113,15010,PA,40.8,-80.4,4,605300,42,007,87.1,4.8,0.5,1.7,2.6,3.4
114,15061,PA,40.66,-80.34,1,605500,42,007,91.0,2.2,0.8,1.9,0.5,3.7
115,15090,PA,40.63,-80.08,1,410000,42,003,86.5,3.8,2.2,1.1,0.7,5.7
116,15102,PA,40.32,-80.04,1,475301,42,003,78.0,6.0,8.8,2.6,0.0,4.5
117,15108,PA,40.5,-80.19,1,451300,42,003,88.8,4.3,2.0,0.7,0.0,4.1
118,15137,PA,40.38,-79.81,2,564400,42,003,81.9,9.3,3.9,0.7,0.5,3.7
119,15202,PA,40.5,-80.08,1,461000,42,003,81.2,10.9,1.6,3.6,1.1,1.5
120,15217,PA,40.43,-79.92,3,140800,42,003,53.3,9.0,18.1,10.0,3.3,6.3
121,15220,PA,40.44,-80.04,1,562600,42,003,76.6,6.5,7.9,2.8,0.6,5.6
122,15222,PA,40.45,-79.99,1,020300,42,003,61.1,5.3,9.0,10.8,1.8,12.0
123,15228,PA,40.37,-80.05,1,473500,42,003,72.2,12.8,9.4,2.0,1.0,2.6
124,15234,PA,40.37,-80.02,1,476100,42,003,74.8,4.2,14.9,0.6,1.2,4.3
125,15237,PA,40.55,-80.05,1,429300,42,003,75.1,13.0,1.4,0.7,1.8,8.0
126,15701,PA,40.6,-79.1,1,960800,42,063,83.3,6.8,1.3,5.8,1.5,1.3
127,15825,PA,41.2,-79.0,4,950300,42,065,88.6,5.7,0.1,2.6,0.7,2.2
128,16002,PA,40.8,-79.9,2,911600,42,019,91.7,4.9,0.4,0.0,0.5,2.6
129,16229,PA,40.72,-79.65,2,951200,42,005,90.0,4.1,0.2,0.6,0.5,4.5
130,16602,PA,40.51,-78.37,1,010600,42,013,83.3,11.5,0.0,1.3,1.0,2.9
131,16827,PA,40.77,-77.79,1,011800,42,027,76.4,9.9,2.2,1.3,0.0,10.2
132,16870,PA,40.8,-78.1,1,010500,42,027,83.7,9.3,0.0,1.2,2.2,3.6
133,17036,PA,40.29,-76.7,1,024503,42,043,79.1,4.9,0.5,3.0,0.0,12.5
134,17112,PA,40.4,-76.8,1,024600,42,043,90.2,5.6,0.3,0.0,0.3,3.6
135,17325,PA,39.8,-77.2,1,031201,42,001,82.4,12.1,0.0,0.0,0.7,4.8
136,17728,PA,41.4,-77.1,1,010400,42,081,86.3,7.3,0.2,1.3,2.0,2.9
137,17754,PA,41.29,-76.88,1,010500,42,081,87.7,7.7,0.1,0.4,0.8,3.3
138,17870,PA,40.82,-76.88,1,070200,42,109,82.9,9.1,0.3,1.1,1.0,5.6
139,18036,PA,40.5,-75.4,2,006905,42,077,89.6,7.1,0.3,0.0,1.0,2.0
140,18042,PA,40.65,-75.22,1,018100,42,095,86.2,6.2,0.5,0.5,1.4,5.1
141,18103,PA,40.57,-75.48,1,001402,42,077,80.6,13.3,2.8,0.0,0.4,2.9
142,18902,PA,40.36,-75.11,1,104203,42,017,76.9,8.2,0.6,1.5,0.4,12.4
143,18914,PA,40.29,-75.21,1,101900,42,017,87.0,5.0,3.8,1.2,0.8,2.3
144,18947,PA,40.43,-75.12,1,104201,42,017,85.6,1.7,1.4,0.4,1.2,9.8
145,18974,PA,40.21,-75.07,1,106200,42,017,78.7,8.4,4.3,1.6,0.7,6.3
146,19010,PA,40.02,-75.33,1,409601,42,045,61.6,10.0,17.1,1.0,0.5,9.8
147,19067,PA,40.2,-74.81,2,105801,42,017,82.3,5.4,6.6,0.8,1.4,3.4
148,19075,PA,40.12,-75.19,1,210100,42,091,77.3,6.0,8.3,3.0,0.9,4.4
149,19116,PA,40.12,-75.01,2,035900,42,101,83.6,8.0,4.3,2.4,0.4,1.4
150,19143,PA,39.94,-75.22,1,007400,42,101,42.8,4.8,39.6,8.2,1.0,3.6
151,19446,PA,40.23,-75.29,1,201004,42,091,82.9,3.4,5.5,0.6,1.1,6.6
152,19802,DE,39.74,-75.52,1,980100,10,003,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0
153,19803,DE,39.8,-75.53,1,011400,10,003,76.9,3.5,7.2,0.5,0.0,11.9
154,19805,DE,39.75,-75.59,1,012200,10,003,83.1,10.8,2.5,0.3,2.0,1.4
155,19958,DE,38.7,-75.2,2,051005,10,005,86.7,8.1,0.0,0.5,0.3,4.4
156,20001,DC,38.91,-77.02,1,004801,11,001,27.4,3.6,35.1,20.5,11.5,1.9
157,20002,DC,38.91,-76.98,3,008804,11,001,33.2,6.2,50.2,5.6,0.5,4.2
158,20003,FL,38.88,-76.99,4,007100,11,001,27.4,9.7,51.3,5.5,3.3,2.8
159,20011,DC,38.95,-77.02,1,002201,11,001,56.9,5.9,24.7,0.9,7.4,4.1
160,20016,DC,38.94,-77.09,1,000901,11,001,35.1,9.5,13.9,17.5,4.9,19.1
161,20170,VA,38.98,-77.38,2,480801,51,059,73.8,9.3,4.5,4.4,3.2,4.8
162,20186,VA,38.7,-77.8,1,930302,51,061,80.2,12.1,1.4,1.6,1.0,3.7
163,20187,VA,38.7,-77.7,2,930403,51,061,77.7,7.7,0.8,2.4,3.7,7.7
164,20607,MD,38.66,-77.01,1,801310,24,033,80.7,11.8,4.0,0.1,0.3,3.1
165,20815,MD,38.98,-77.08,2,705400,24,031,51.7,7.9,15.0,6.7,4.5,14.2
166,20817,MD,39.0,-77.16,6,706013,24,031,74.2,5.2,7.5,1.0,1.2,10.9
167,20850,MD,39.09,-77.19,2,701006,24,031,71.8,8.2,9.3,0.4,1.3,9.0
168,20854,MD,39.0,-77.2,2,706009,24,031,68.5,8.7,5.8,1.4,1.7,14.0
169,20855,MD,39.14,-77.13,1,701307,24,031,75.5,9.9,8.9,0.0,1.8,3.9
170,20902,MD,39.04,-77.04,1,703209,24,031,52.1,8.0,26.7,2.1,2.0,9.1
171,20904,MD,39.07,-76.98,2,701415,24,031,75.2,8.3,7.5,2.0,1.7,5.3
172,21014,MD,39.54,-76.35,4,303803,24,025,81.9,11.5,0.0,3.3,0.0,3.3
173,21015,MD,39.6,-76.3,1,303101,24,025,87.5,6.0,0.5,0.0,0.0,6.0
174,21042,MD,39.28,-76.9,1,603004,24,027,84.2,5.5,0.0,2.6,1.2,6.4
175,21045,MD,39.21,-76.83,3,606604,24,027,86.8,6.0,4.1,0.0,1.4,1.7
176,21046,MD,39.17,-76.84,1,606707,24,027,86.8,4.4,2.5,0.0,0.6,5.8
177,21048,MD,39.49,-76.91,1,504201,24,013,83.2,10.4,0.0,0.0,0.5,5.9
178,21093,MD,39.44,-76.64,1,408703,24,005,86.4,8.3,2.2,0.0,0.2,2.9
179,21114,MD,39.01,-76.68,1,702206,24,003,84.1,5.1,8.0,1.2,0.4,1.1
180,21120,MD,39.6,-76.7,1,407001,24,005,84.1,7.1,0.0,0.5,0.6,7.7
181,21218,MD,39.33,-76.6,1,090300,24,510,59.9,7.4,18.7,4.4,6.7,2.8
182,21229,MD,39.28,-76.69,1,250102,24,510,64.2,16.9,16.4,0.3,2.2,0.0
183,21230,MD,39.26,-76.62,1,230300,24,510,80.1,3.9,6.5,5.4,0.8,3.2
184,21409,MD,39.02,-76.45,1,730902,24,003,82.1,5.5,3.1,1.0,1.0,7.4
185,21601,MD,38.8,-76.0,2,960100,24,041,80.4,10.4,0.4,2.6,0.3,5.8
186,21702,MD,39.5,-77.5,1,770700,24,021,77.4,7.0,2.9,1.5,0.7,10.4
187,21704,MD,39.34,-77.38,1,752204,24,021,80.3,7.3,5.0,0.6,1.2,5.6
188,21740,MD,39.6,-77.7,1,011100,24,043,74.5,13.0,1.0,3.6,0.7,7.2
189,21773,MD,39.54,-77.56,1,752802,24,021,75.2,12.0,1.3,0.4,2.5,8.6
190,21802,MD,38.3,-75.5,1,010605,24,045,91.5,3.9,0.0,0.0,1.1,3.4
191,21921,MD,39.6,-75.9,2,030903,24,015,81.7,11.7,0.8,1.1,3.3,1.4
192,22031,VA,38.86,-77.26,1,440100,51,059,73.4,7.6,6.6,3.6,0.4,8.4
193,22043,VA,38.9,-77.19,2,471000,51,059,50.3,7.2,33.6,0.8,2.0,6.1
194,22101,VA,38.94,-77.16,6,470400,51,059,76.3,7.1,2.8,1.6,3.9,8.2
195,22124,VA,38.89,-77.33,4,481600,51,059,78.2,3.4,4.4,1.2,1.9,11.0
196,22152,VA,38.78,-77.23,1,430801,51,059,66.4,18.2,9.8,0.0,1.1,4.5
197,22153,VA,38.74,-77.23,10,432600,51,059,73.0,8.6,8.5,0.2,0.8,8.9
198,22180,VA,38.9,-77.25,1,460800,51,059,66.2,9.4,8.6,8.0,0.0,7.8
199,22182,VA,38.94,-77.27,4,460100,51,059,78.2,7.9,3.5,0.9,0.4,9.0
200,22201,VA,38.89,-77.1,4,101500,51,013,45.1,3.2,36.2,6.4,3.0,6.2
201,22206,VA,38.84,-77.09,1,102902,51,013,58.9,9.9,22.9,4.8,0.0,3.6
202,22207,VA,38.91,-77.12,2,100300,51,013,73.2,5.8,5.3,1.8,1.5,12.4
203,22304,VA,38.81,-77.13,1,200405,51,510,62.6,6.1,24.2,2.1,2.8,2.1
204,22305,VA,38.84,-77.06,1,201203,51,510,40.7,19.5,23.8,3.7,8.7,3.6
205,22308,VA,38.75,-77.06,1,415500,51,059,66.1,5.8,13.4,5.6,4.7,4.4
206,22485,VA,38.3,-77.2,1,040300,51,099,82.1,10.2,0.6,1.0,1.7,4.4
207,22553,VA,38.3,-77.6,1,020106,51,177,80.8,8.9,1.6,0.9,0.7,7.2
208,22655,VA,39.06,-78.23,1,050801,51,069,78.6,16.8,0.0,0.0,0.2,4.4
209,22901,AZ,38.1,-78.6,1,010100,51,003,76.2,5.7,0.1,3.5,0.8,13.6
210,22923,VA,38.2,-78.3,1,110300,51,137,79.9,12.0,0.1,0.7,1.0,6.4
211,22980,VA,38.1,-78.9,1,070600,51,015,82.1,7.4,0.0,0.6,1.3,8.6
212,23059,VA,37.7,-77.5,1,200406,51,087,88.7,5.2,1.6,1.0,0.3,3.2
213,23060,VA,37.66,-77.53,1,200413,51,087,83.6,7.0,0.3,0.0,2.6,6.5
214,23112,VA,37.44,-77.68,1,100912,51,041,75.8,11.9,1.8,1.6,0.4,8.4
215,23116,VA,37.7,-77.3,1,321401,51,085,84.9,8.2,0.0,1.8,0.9,4.2
216,23185,VA,37.2,-76.7,1,860100,51,181,64.9,24.5,3.2,2.1,0.3,5.0
217,23225,VA,37.52,-77.5,5,071100,51,760,79.2,7.9,1.1,1.6,1.0,9.4
218,23235,VA,37.54,-77.57,1,070100,51,760,84.0,11.3,0.7,0.4,0.0,3.5
219,23322,VA,36.6,-76.3,2,021200,51,550,78.3,3.3,0.0,11.5,2.2,4.7
220,23451,VA,36.86,-76.03,1,044402,51,810,87.6,4.6,0.7,1.8,1.3,3.9
221,23505,VA,36.93,-76.29,1,000902,51,710,39.1,7.3,0.4,48.7,3.1,1.5
222,23507,VA,36.87,-76.31,1,003800,51,710,81.3,5.4,0.0,5.9,4.1,3.3
223,24012,VA,37.32,-79.9,1,031202,51,161,93.1,4.6,0.0,0.0,0.0,2.3
224,24401,VA,38.1,-79.1,1,070900,51,015,75.6,10.1,1.4,4.5,1.3,7.1
225,24459,VA,38.0,-79.3,1,071000,51,015,86.3,3.6,0.0,3.4,0.9,5.8
226,24502,VA,37.36,-79.21,2,001600,51,680,78.7,12.4,2.6,0.5,2.3,3.3
227,24874,WV,37.6,-81.5,1,003100,54,109,86.7,4.9,0.0,1.0,7.4,0.0
228,25314,WV,38.31,-81.66,1,001902,54,039,90.7,4.4,0.0,0.0,0.0,4.9
229,26062,WV,40.42,-80.57,1,020700,54,029,87.3,7.0,0.0,1.5,0.8,3.5
230,26105,WV,39.33,-81.51,1,010102,54,107,90.6,7.3,0.0,0.0,0.0,2.1
231,26508,WV,39.6,-79.9,1,011803,54,061,82.7,8.7,4.2,0.7,0.0,3.8
232,27012,NC,36.01,-80.37,1,004015,37,067,88.0,7.0,0.0,0.8,0.7,3.5
233,27104,NC,36.1,-80.32,1,003906,37,067,89.6,4.0,0.0,0.0,0.0,6.4
234,27455,NC,36.18,-79.82,1,015600,37,081,88.5,5.5,0.0,0.4,0.0,5.6
235,27502,NC,35.7,-78.9,1,053413,37,183,80.7,7.9,0.0,1.4,2.7,7.4
236,27513,NC,35.8,-78.8,4,053522,37,183,73.9,10.2,0.0,2.2,1.6,12.2
237,27516,NC,35.9,-79.2,2,011203,37,135,79.5,4.3,2.8,1.5,0.0,11.9
238,27519,NC,35.81,-78.89,1,053411,37,183,80.6,6.7,0.0,0.9,1.1,10.6
239,27539,NC,35.7,-78.8,1,053421,37,183,75.7,14.1,0.0,0.8,0.5,8.8
240,27607,NC,35.81,-78.71,1,052401,37,183,81.6,6.1,1.6,2.4,2.1,6.2
241,27703,NC,35.94,-78.8,1,001808,37,063,87.8,4.7,0.0,0.5,0.0,7.0
242,27858,NC,35.5,-77.3,1,001100,37,147,86.3,4.1,0.2,1.4,4.0,3.9
243,28027,NC,35.4,-80.7,1,041303,37,025,78.5,8.3,1.7,0.9,0.4,10.2
244,28031,NC,35.47,-80.89,3,006208,37,119,89.5,4.0,0.0,1.1,0.5,4.9
245,28036,NC,35.48,-80.8,3,006404,37,119,76.7,2.2,0.8,2.3,1.7,16.2
246,28056,NC,35.2,-81.1,1,033307,37,071,92.6,5.0,0.0,0.0,0.8,1.6
247,28078,NC,35.4,-80.9,1,006214,37,119,80.5,9.1,0.5,0.8,0.5,8.6
248,28104,NC,35.1,-80.7,1,005835,37,119,83.9,4.6,1.6,1.6,0.5,7.8
249,28117,NC,35.57,-80.89,2,061405,37,097,81.2,6.1,1.2,0.0,2.5,9.0
250,28203,NC,35.21,-80.86,4,003400,37,119,82.4,3.3,1.9,0.6,2.8,9.1
