,_1,_2,_3,_4,_5,_6,_7,_8
532,73012,OK,35.67,-97.59,1,108512,40,109
533,73068,OK,35.1,-97.3,3,202404,40,027
534,73072,OK,35.2,-97.5,1,201508,40,027
535,73103,OK,35.49,-97.52,1,101700,40,109
536,74006,OK,36.7,-95.9,9,000600,40,147
537,74008,OK,35.9,-95.8,1,030601,40,145
538,74011,OK,35.98,-95.82,1,007513,40,143
539,74133,OK,36.04,-95.88,2,007524,40,143
540,74464,OK,35.9,-95.0,1,978000,40,021
541,75022,TX,33.03,-97.12,1,021750,48,121
542,75024,TX,33.08,-96.81,4,031657,48,085
543,75035,TX,33.16,-96.77,1,030518,48,085
544,75048,TX,32.97,-96.58,1,018122,48,113
545,75069,TX,33.18,-96.59,2,030900,48,085
546,75070,TX,33.16,-96.72,2,030517,48,085
547,75093,TX,33.04,-96.81,1,031648,48,085
548,75154,TX,32.5,-96.8,1,060213,48,139
549,75204,TX,32.8,-96.79,1,001600,48,113
550,75214,TX,32.83,-96.74,1,008000,48,113
551,75220,TX,32.86,-96.87,4,007201,48,113
552,75234,TX,32.92,-96.9,4,014002,48,113
553,75438,TX,33.6,-96.09,1,950500,48,147
554,75965,TX,31.7,-94.6,1,950400,48,347
555,76034,TX,32.89,-97.14,2,113634,48,439
556,76049,TX,32.5,-97.7,1,160209,48,221
557,76052,TX,32.98,-97.39,2,114103,48,439
558,76092,TX,32.96,-97.15,1,113907,48,439
559,76109,TX,32.7,-97.39,1,105403,48,439
560,76112,TX,32.75,-97.23,1,106502,48,439
561,76180,TX,32.84,-97.22,2,113217,48,439
562,76182,TX,32.89,-97.21,1,113210,48,439
563,76244,TX,32.93,-97.28,2,113921,48,439
564,76302,TX,33.87,-98.47,4,011500,48,485
565,76522,TX,31.2,-98.0,1,950100,48,281
566,76935,TX,31.1,-100.4,1,001704,48,451
567,77009,TX,29.79,-95.37,1,210400,48,201
568,77019,TX,29.75,-95.41,2,410401,48,201
569,77024,TX,29.77,-95.5,4,430300,48,201
570,77043,TX,29.81,-95.58,1,543200,48,201
571,77094,TX,29.76,-95.69,1,454501,48,201
572,77339,TX,30.05,-95.22,1,251100,48,201
573,77381,TX,30.18,-95.5,3,691100,48,339
574,77382,TX,30.2,-95.54,1,690602,48,339
575,77449,TX,29.83,-95.73,1,542301,48,201
576,77479,TX,29.56,-95.64,1,674400,48,157
577,77494,TX,29.74,-95.84,1,673101,48,157
578,77578,TX,29.47,-95.37,1,661501,48,039
579,77581,TX,29.56,-95.28,1,660300,48,039
580,77598,TX,29.55,-95.14,1,341000,48,201
581,78009,TX,29.36,-98.89,1,000102,48,325
582,78028,TX,30.1,-99.2,3,960100,48,265
583,78114,TX,29.1,-98.2,1,000202,48,493
584,78201,TX,29.48,-98.53,1,180201,48,029
585,78230,TX,29.54,-98.56,1,181302,48,029
586,78247,TX,29.57,-98.41,1,121112,48,029
587,78251,TX,29.46,-98.67,1,171924,48,029
588,78259,TX,29.63,-98.41,1,121910,48,029
589,78260,TX,29.69,-98.52,1,191804,48,029
590,78628,TX,30.6,-97.8,1,020110,48,491
591,78633,TX,30.7,-97.8,1,020109,48,491
592,78660,TX,30.43,-97.6,1,001858,48,453
593,78702,TX,30.26,-97.71,1,000902,48,453
594,78704,TX,30.24,-97.75,1,002308,48,453
595,78717,TX,30.49,-97.77,1,020510,48,491
596,78727,TX,30.43,-97.72,2,001846,48,453
597,78731,TX,30.35,-97.77,2,001718,48,453
598,78749,TX,30.21,-97.86,1,001738,48,453
599,79119,TN,35.1,-102.0,1,021704,48,381
600,79416,TX,33.61,-101.97,2,010405,48,303
601,79553,TX,32.9,-99.9,9,020400,48,253
602,80002,CO,39.79,-105.1,2,010402,08,059
603,80003,CO,39.83,-105.06,3,010209,08,059
604,80007,CO,39.87,-105.22,2,060500,08,059
605,80010,CO,39.74,-104.86,1,007302,08,005
606,80011,CO,39.73,-104.79,1,007104,08,005
607,80013,CO,39.66,-104.77,3,083400,08,005
608,80015,CO,39.62,-104.78,5,085500,08,005
609,80016,CO,39.6,-104.74,3,085200,08,005
610,80017,CO,39.7,-104.78,1,082600,08,005
611,80020,CO,39.92,-105.08,3,030000,08,014
612,80021,CO,39.9,-105.12,6,060500,08,059
613,80022,CO,39.9,-104.8,1,008538,08,001
614,80026,CO,40.02,-105.1,6,012800,08,013
615,80027,CO,39.98,-105.13,4,013005,08,013
616,80030,CO,39.83,-105.03,5,009604,08,001
617,80031,CO,39.88,-105.04,3,009410,08,001
618,80108,CO,39.45,-104.85,1,014012,08,035
619,80110,CO,39.65,-105.01,1,006000,08,005
620,80111,CO,39.63,-104.87,5,006854,08,005
621,80112,CO,39.56,-104.87,3,014001,08,035
622,80120,CO,39.6,-105.01,3,006502,08,005
623,80121,CO,39.61,-104.96,1,005636,08,005
624,80122,CO,39.58,-104.96,2,005630,08,005
625,80124,CO,39.54,-104.88,2,014116,08,035
626,80127,CO,39.5,-105.1,2,012036,08,059
627,80128,CO,39.57,-105.08,1,012055,08,059
628,80129,CO,39.54,-105.01,3,014128,08,035
629,80202,CO,39.75,-105.0,5,001701,08,031
630,80203,CO,39.73,-104.98,1,002702,08,031
631,80204,CO,39.74,-105.02,1,000800,08,031
632,80206,CO,39.73,-104.95,1,003300,08,031
633,80207,CO,39.76,-104.92,1,004104,08,031
634,80210,CO,39.68,-104.96,5,003003,08,031
635,80211,CO,39.76,-105.02,2,000402,08,031
636,80212,CO,39.77,-105.05,3,000301,08,031
637,80214,CO,39.74,-105.07,1,011550,08,059
638,80216,CO,39.79,-104.95,1,003500,08,031
639,80218,CO,39.73,-104.97,1,003201,08,031
640,80220,CO,39.73,-104.91,1,004304,08,031
641,80221,CO,39.82,-105.01,3,009502,08,001
642,80222,CO,39.67,-104.93,4,015100,08,005
643,80224,CO,39.68,-104.91,1,087200,08,005
644,80226,CO,39.71,-105.09,1,011701,08,059
645,80228,CO,39.69,-105.15,2,011712,08,059
646,80230,CO,39.72,-104.89,1,004405,08,031
647,80231,CO,39.67,-104.89,2,087300,08,005
648,80234,CO,39.91,-105.01,2,009325,08,001
649,80235,CO,39.65,-105.09,1,015900,08,059
650,80238,CO,39.78,-104.88,2,004106,08,031
651,80301,CO,40.05,-105.21,6,012707,08,013
652,80302,CO,40.1,-105.4,2,013701,08,013
653,80303,CO,39.97,-105.22,6,060600,08,013
654,80304,CO,40.05,-105.29,5,012104,08,013
655,80305,CO,39.98,-105.26,3,012509,08,013
656,80401,CO,39.7,-105.2,7,009845,08,059
657,80433,CO,39.5,-105.3,2,012058,08,059
658,80439,CO,39.7,-105.4,6,014700,08,019
659,80443,CO,39.59,-106.09,2,000300,08,117
660,80482,CO,39.92,-105.79,2,000202,08,049
661,80501,CO,40.17,-105.09,1,013401,08,013
662,80503,CO,40.2,-105.2,8,013601,08,013
663,80516,CO,40.07,-105.02,3,002009,08,123
664,80524,CO,40.7,-105.0,2,002502,08,069
665,80525,CO,40.52,-105.02,6,001605,08,069
666,80526,CO,40.56,-105.13,6,001104,08,069
667,80528,CO,40.48,-105.0,6,001608,08,069
668,80530,CO,40.1,-104.92,1,002015,08,123
669,80535,CO,40.7,-105.2,1,002402,08,069
670,80537,CO,40.4,-105.2,1,001808,08,069
671,80538,CO,40.5,-105.2,6,002402,08,069
672,80545,CO,40.8,-105.6,1,002401,08,069
673,80550,CO,40.5,-104.9,1,002203,08,123
674,80631,CO,40.4,-104.7,3,000300,08,123
675,80634,CO,40.4,-104.8,1,001407,08,123
676,80759,CO,40.1,-102.6,1,963200,08,125
677,80817,CO,38.6,-104.7,6,004511,08,041
678,80831,CO,39.0,-104.5,1,003909,08,041
679,80903,CO,38.83,-104.81,1,002200,08,041
680,80906,CO,38.78,-104.85,1,003100,08,041
681,80907,CO,38.88,-104.82,4,000302,08,041
682,80910,CO,38.8,-104.78,2,005300,08,041
683,80917,CO,38.89,-104.75,1,005502,08,041
684,80918,CO,38.91,-104.78,2,004800,08,041
685,80919,CO,38.93,-104.9,1,003701,08,041
686,80921,CO,39.0,-104.9,9,003801,08,041
687,80922,CO,38.89,-104.7,3,005109,08,041
688,80924,CO,38.96,-104.73,1,007101,08,041
689,80925,CO,38.8,-104.6,1,004603,08,041
690,81004,CO,38.1,-104.7,1,002804,08,101
691,81050,CO,38.0,-103.5,1,968300,08,089
692,81122,CO,37.4,-107.6,1,970600,08,067
693,81133,CO,37.3,-105.3,1,972600,08,023
694,81137,CO,37.1,-107.6,1,940300,08,067
695,81147,CO,37.2,-107.0,9,974300,08,007
696,81201,CO,38.6,-106.1,3,000300,08,015
697,81225,CO,38.9,-106.9,1,963800,08,051
698,81301,CO,37.4,-107.8,12,970704,08,067
699,81303,CO,37.2,-107.9,4,940400,08,067
700,81321,CO,37.3,-108.7,8,941100,08,083
701,81328,CO,37.3,-108.3,12,969100,08,083
702,81403,CO,38.4,-107.9,1,966602,08,085
703,81410,CO,38.8,-107.95,1,964700,08,029
704,81432,CO,38.1,-107.7,1,967600,08,091
705,81435,CO,38.0,-108.2,4,968200,08,113
706,81503,CO,39.02,-108.5,4,001900,08,077
707,81506,CO,39.12,-108.54,1,001600,08,077
708,81612,CO,39.1,-106.8,2,000500,08,097
709,81620,CO,39.63,-106.52,1,000503,08,037
710,81623,CO,39.2,-107.2,9,000100,08,097
711,81631,CO,39.66,-106.82,1,000403,08,037
712,82070,WY,41.4,-105.8,1,962700,56,001
713,82501,WY,43.2,-108.6,1,940201,56,013
714,82601,WY,43.1,-106.4,1,001401,56,025
715,83101,WY,41.9,-110.3,1,978200,56,023
716,83204,ID,42.8,-112.5,9,981800,16,005
717,83221,ID,43.3,-112.4,2,950300,16,011
718,83350,ID,42.8,-113.6,1,970300,16,067
719,83440,ID,43.8,-111.7,1,950400,16,065
720,83815,ID,47.73,-116.79,1,000700,16,055
721,83843,ID,46.7,-116.9,2,005300,16,057
722,84010,UT,40.89,-111.82,6,126402,49,011
723,84014,UT,40.95,-111.84,1,126303,49,011
724,84015,UT,41.11,-112.06,1,125501,49,011
725,84027,UT,40.2,-110.8,1,940300,49,013
726,84041,UT,41.05,-112.0,1,126002,49,011
727,84043,UT,40.39,-111.85,1,000103,49,049
728,84047,UT,40.61,-111.89,2,112503,49,035
729,84062,UT,40.39,-111.74,1,010215,49,049
730,84081,UT,40.6,-112.04,1,114300,49,035
731,84088,UT,40.6,-111.96,2,112917,49,035
732,84092,UT,40.6,-111.7,2,110102,49,035
733,84094,UT,40.57,-111.86,1,112604,49,035
734,84098,UT,40.7,-111.5,1,964308,49,043
735,84123,UT,40.66,-111.92,2,113515,49,035
736,84310,UT,41.3,-111.9,1,210100,49,057
737,84333,UT,41.91,-111.79,5,000101,49,005
738,84403,UT,41.19,-111.9,3,210100,49,057
739,84532,UT,38.6,-109.4,2,000300,49,019
740,84535,UT,37.9,-109.5,2,978100,49,037
741,84604,UT,40.3,-111.5,1,010900,49,049
742,84663,UT,40.18,-111.58,1,003002,49,049
743,84741,UT,37.0,-112.0,1,002000,04,005
744,84767,UT,37.18,-113.0,1,270100,49,053
745,84775,UT,38.3,-111.5,1,979100,49,055
746,84790,UT,37.1,-113.7,6,270300,49,053
747,85006,AZ,33.47,-112.05,1,111700,04,013
748,85020,AZ,33.57,-112.05,1,104702,04,013
749,85021,AZ,33.56,-112.1,1,105503,04,013
750,85022,AZ,33.62,-112.05,1,103611,04,013
751,85027,AZ,33.68,-112.1,1,614700,04,013
752,85041,AZ,33.38,-112.12,1,116612,04,013
753,85050,AZ,33.69,-112.0,2,615000,04,013
754,85087,AZ,33.9,-112.0,1,610700,04,013
755,85140,AZ,33.3,-111.5,1,000207,04,021
756,85142,AZ,33.2,-111.6,1,000209,04,021
757,85226,AZ,33.27,-111.99,2,941100,04,013
758,85248,AZ,33.23,-111.9,3,941100,04,013
759,85259,AZ,33.6,-111.81,2,216849,04,013
760,85308,AZ,33.67,-112.19,2,614200,04,013
761,85365,AZ,32.8,-114.5,1,010914,04,027
762,85381,AZ,33.61,-112.23,2,071512,04,013
763,85382,AZ,33.65,-112.25,1,617600,04,013
764,85545,AZ,33.7,-111.0,2,000700,04,007
765,85615,AZ,31.4,-110.2,1,002100,04,003
766,85623,AZ,32.7,-110.9,1,000802,04,021
767,85637,AZ,31.66,-110.67,1,966000,04,023
768,85718,AZ,32.34,-110.91,3,004714,04,019
769,85739,AZ,32.5,-110.8,1,004716,04,019
770,85745,AZ,32.24,-111.07,1,004428,04,019
771,85748,AZ,32.21,-110.73,1,004061,04,019
772,85935,AZ,34.13,-109.91,1,964900,04,017
773,86001,AZ,35.2,-111.8,2,002200,04,005
774,86303,AZ,34.5,-112.4,2,000700,04,025
775,86334,AZ,35.1,-112.8,1,002100,04,025
776,86336,AZ,34.9,-111.9,1,001802,04,025
777,86406,AZ,34.6,-113.8,1,954800,04,015
778,87047,NM,35.2,-106.3,2,003803,35,001
779,87048,NM,35.24,-106.62,17,010602,35,043
780,87059,NM,35.0,-106.4,1,003807,35,001
781,87104,NM,35.1,-106.67,1,002500,35,001
782,87109,NM,35.15,-106.57,1,003724,35,001
783,87114,NM,35.19,-106.68,1,004752,35,001
784,87120,NM,35.1,-106.8,3,940600,35,001
785,87122,NM,35.2,-106.5,1,940500,35,001
786,87301,NM,35.4,-108.6,2,973100,35,031
787,87313,NM,35.7,-107.9,1,943500,35,031
788,87416,NM,36.77,-108.42,2,000504,35,045
789,87420,NM,36.8,-108.7,1,942802,35,045
790,87506,NM,35.8,-106.0,1,940400,35,049
791,87507,NM,35.6,-106.1,1,010304,35,049
792,87508,NM,35.5,-105.9,1,010700,35,049
793,87544,NM,35.9,-106.3,1,000100,35,028
794,88220,NM,32.4,-104.3,1,000401,35,015
795,88401,NM,35.0,-103.8,1,958900,35,037
796,89021,NV,36.61,-114.49,1,005613,32,003
797,89044,NV,35.7,-115.1,17,005703,32,003
798,89123,NV,36.04,-115.15,4,002829,32,003
799,89129,NV,36.23,-115.3,1,003240,32,003
800,89148,NV,36.06,-115.3,1,005840,32,003
801,89149,NV,36.28,-115.29,4,003232,32,003
802,89178,NV,35.9,-115.5,1,005827,32,003
803,89502,NV,39.5,-119.75,1,002103,32,031
804,89509,NV,39.5,-119.83,1,001104,32,031
805,90004,CA,34.08,-118.31,5,192420,06,037
806,90266,CA,33.89,-118.4,1,620303,06,037
807,90275,CA,33.76,-118.36,2,670500,06,037
808,90277,CA,33.83,-118.39,2,621324,06,037
809,90292,CA,33.98,-118.45,1,702901,06,037
810,90303,CA,33.93,-118.33,1,600502,06,037
811,90403,CA,34.03,-118.49,3,701501,06,037
812,90501,CA,33.83,-118.31,1,650901,06,037
813,90504,CA,33.87,-118.33,1,650102,06,037
814,90660,CA,33.99,-118.08,2,500900,06,037
815,90814,CA,33.77,-118.14,1,577603,06,037
816,91001,CA,34.22,-118.13,1,930101,06,037
817,91030,CA,34.11,-118.16,1,480703,06,037
818,91320,CA,34.19,-118.94,1,006100,06,111
819,91326,CA,34.29,-118.56,1,108201,06,037
820,91355,CA,34.42,-118.61,1,920339,06,037
821,91360,CA,34.21,-118.88,1,006600,06,111
822,91361,CA,34.1,-118.9,1,800406,06,037
823,91367,CA,34.17,-118.62,2,137201,06,037
824,91401,CA,34.18,-118.43,2,123602,06,037
825,91423,CA,34.15,-118.43,1,141101,06,037
826,91505,CA,34.18,-118.35,1,311100,06,037
827,91606,CA,34.19,-118.39,4,123901,06,037
828,91709,CA,33.95,-117.73,1,000116,06,071
829,91740,CA,34.12,-117.85,1,401101,06,037
830,91786,CA,34.1,-117.66,2,000824,06,071
831,91790,CA,34.07,-117.94,2,406702,06,037
832,91911,CA,32.6,-117.04,1,013306,06,073
833,92009,CA,33.1,-117.25,1,020014,06,073
834,92056,CA,33.2,-117.29,1,018516,06,073
835,92057,CA,33.25,-117.29,2,018612,06,073
836,92065,CA,33.0,-116.8,1,020811,06,073
837,92071,CA,32.86,-116.99,1,016612,06,073
838,92078,CA,33.12,-117.18,1,020027,06,073
839,92081,CA,33.16,-117.25,3,019806,06,073
840,92084,CA,33.22,-117.21,1,019207,06,073
841,92101,CA,32.72,-117.18,1,009902,06,073
842,92104,CA,32.74,-117.13,2,004300,06,073
843,92107,CA,32.74,-117.24,2,007400,06,073
844,92108,CA,32.77,-117.15,2,009304,06,073
845,92109,CA,32.8,-117.24,1,007903,06,073
846,92122,CA,32.86,-117.2,1,008344,06,073
847,92126,CA,32.91,-117.14,1,008358,06,073
848,92127,CA,33.02,-117.14,1,017030,06,073
849,92130,CA,32.95,-117.2,2,021500,06,073
850,92131,CA,32.89,-117.05,1,009504,06,073
851,92262,CA,33.86,-116.58,2,044606,06,065
852,92264,CA,33.7,-116.5,1,044807,06,065
853,92307,CA,34.6,-117.1,3,012104,06,071
854,92373,CA,34.0,-117.1,1,043823,06,065
855,92503,CA,33.9,-117.45,1,031702,06,065
856,92507,CA,33.97,-117.33,1,042206,06,065
857,92592,CA,33.5,-117.0,1,043239,06,065
858,92618,CA,33.67,-117.74,1,052404,06,059
859,92626,CA,33.68,-117.9,1,063903,06,059
860,92629,CA,33.48,-117.71,1,042338,06,059
861,92656,CA,33.56,-117.73,6,062639,06,059
862,92672,CA,33.3,-117.5,1,990100,06,073
863,92677,CA,33.53,-117.71,4,042319,06,059
864,92679,CA,33.6,-117.5,1,032041,06,059
865,92691,CA,33.61,-117.67,5,032002,06,059
866,92692,CA,33.6,-117.65,1,032020,06,059
867,92705,CA,33.74,-117.81,1,075506,06,059
868,92821,CA,33.93,-117.89,1,001506,06,059
869,92860,CA,33.93,-117.55,1,040812,06,065
870,92870,CA,33.88,-117.85,1,011715,06,059
871,93012,CA,34.2,-119.0,2,005600,06,111
872,93103,CA,34.43,-119.68,1,000801,06,083
873,93309,CA,35.35,-119.06,1,002812,06,029
874,93401,CA,35.2,-120.6,1,012302,06,079
875,93422,CA,35.5,-120.7,1,012704,06,079
876,93436,CA,34.6,-120.4,1,003102,06,083
877,93453,CA,35.3,-120.1,2,012702,06,079
878,93455,CA,34.8,-120.4,2,002006,06,083
879,93514,CA,37.5,-118.3,1,000101,06,051
880,93536,CA,34.7,-118.5,1,920102,06,037
881,93555,CA,35.6,-117.7,1,005403,06,029
882,93619,CA,36.9,-119.6,1,006405,06,019
883,93638,CA,37.0,-120.0,1,000507,06,039
884,93933,CA,36.68,-121.79,1,014202,06,053
885,94025,CA,37.46,-122.18,1,612500,06,081
886,94030,CA,37.61,-122.4,1,604400,06,081
887,94040,CA,37.38,-122.09,1,509801,06,085
888,94061,CA,37.46,-122.24,1,611100,06,081
889,94065,CA,37.53,-122.23,4,610302,06,081
890,94085,CA,37.39,-122.02,2,509000,06,085
891,94089,CA,37.4,-122.0,1,504805,06,085
892,94107,CA,37.77,-122.39,1,060700,06,075
893,94110,CA,37.75,-122.42,3,020900,06,075
894,94114,CA,37.76,-122.44,1,020401,06,075
895,94115,CA,37.79,-122.44,1,013400,06,075
896,94117,CA,37.77,-122.44,4,016700,06,075
897,94118,CA,37.78,-122.46,2,045100,06,075
898,94131,CA,37.75,-122.44,2,021300,06,075
899,94158,CA,37.77,-122.391,4,060700,06,075
900,94304,CA,37.42,-122.16,2,511500,06,085
901,94526,CA,37.81,-121.99,1,345105,06,013
902,94541,CA,37.67,-122.11,2,436200,06,001
903,94549,CA,37.9,-122.12,2,348000,06,013
904,94558,CA,38.5,-122.3,2,201700,06,055
905,94559,CA,38.2,-122.3,1,201005,06,055
906,94566,CA,37.65,-121.86,1,450701,06,001
907,94580,CA,37.68,-122.14,1,435900,06,001
908,94582,CA,37.76,-121.92,1,345112,06,013
909,94587,CA,37.6,-122.0,1,440100,06,001
910,94588,CA,37.7,-121.9,1,450743,06,001
911,94590,CA,38.1,-122.25,1,251000,06,095
912,94598,CA,37.91,-122.05,1,338204,06,013
913,94610,CA,37.81,-122.24,2,405100,06,001
914,94618,CA,37.85,-122.24,3,404300,06,001
915,94703,CA,37.87,-122.27,1,422900,06,001
916,94704,CA,37.87,-122.25,1,422600,06,001
917,94939,CA,37.94,-122.53,1,120000,06,041
918,94941,CA,37.9,-122.57,1,131100,06,041
919,95014,CA,37.3,-122.07,4,507702,06,085
920,95032,CA,37.21,-121.92,1,507002,06,085
921,95060,CA,37.0,-122.1,1,120200,06,087
922,95062,CA,36.97,-121.99,1,121403,06,087
923,95066,CA,37.07,-122.01,1,120900,06,087
924,95073,CA,37.03,-121.93,1,122001,06,087
925,95125,CA,37.31,-121.9,3,501800,06,085
926,95129,CA,37.31,-122.0,1,508004,06,085
927,95138,CA,37.25,-121.74,1,512001,06,085
928,95301,CA,37.32,-120.63,1,000702,06,047
929,95340,CA,37.4,-120.4,9,001901,06,047
930,95348,CA,37.4,-120.5,3,002500,06,047
931,95355,CA,37.67,-120.94,1,000911,06,099
932,95366,CA,37.76,-121.12,1,005003,06,077
933,95377,CA,37.7,-121.6,1,451101,06,001
934,95403,CA,38.51,-122.76,4,152701,06,097
935,95448,CA,38.7,-122.9,3,154100,06,097
936,95472,CA,38.4,-122.9,1,153600,06,097
937,95521,CA,40.8,-124.1,1,000800,06,023
938,95618,CA,38.6,-121.7,1,010505,06,113
939,95628,CA,38.66,-121.26,1,008008,06,067
940,95630,CA,38.67,-121.15,1,008506,06,067
941,95661,CA,38.74,-121.26,1,020712,06,061
942,95662,CA,38.68,-121.23,3,008203,06,067
943,95695,CA,38.8,-121.9,1,011400,06,113
944,95816,CA,38.58,-121.47,1,000400,06,067
945,95818,CA,38.56,-121.49,1,002300,06,067
946,95819,CA,38.57,-121.44,1,000200,06,067
947,95820,CA,38.54,-121.45,4,002900,06,067
948,95864,CA,38.59,-121.38,1,005702,06,067
949,96790,HI,20.7,-156.2,2,030301,15,009
950,96816,HI,21.3,-157.79,1,001000,15,003
951,96817,HI,21.34,-157.84,3,004600,15,003
952,96821,HI,21.3,-157.75,3,000301,15,003
953,97006,OR,45.52,-122.86,1,031610,41,067
954,97007,OR,45.45,-122.88,4,031804,41,067
955,97009,OR,45.42,-122.34,1,023401,41,005
956,97030,OR,45.51,-122.43,1,010405,41,051
957,97035,OR,45.41,-122.72,1,020200,41,005
958,97068,OR,45.34,-122.66,1,022702,41,005
959,97140,OR,45.3,-122.9,1,030101,41,071
960,97209,OR,45.53,-122.68,6,005100,41,051
961,97210,OR,45.55,-122.73,2,004300,41,051
962,97212,OR,45.54,-122.64,2,002501,41,051
963,97215,OR,45.51,-122.6,1,001601,41,051
964,97218,OR,45.58,-122.59,1,007300,41,051
965,97221,OR,45.5,-122.73,1,006900,41,051
966,97223,OR,45.45,-122.8,1,031006,41,067
967,97227,OR,45.54,-122.68,1,002303,41,051
968,97231,OR,45.7,-122.8,1,007100,41,051
969,97504,OR,42.3,-122.8,1,000602,41,029
970,97520,OR,42.2,-122.5,1,002500,41,029
971,97753,OR,44.2,-121.0,1,950300,41,013
972,98004,WA,47.62,-122.21,1,024000,53,033
973,98006,WA,47.56,-122.15,1,024901,53,033
974,98014,WA,47.6,-121.9,1,032601,53,033
975,98020,WA,47.81,-122.37,1,050500,53,061
976,98021,WA,47.8,-122.2,1,051925,53,061
977,98029,WA,47.56,-122.02,1,032212,53,033
978,98034,WA,47.72,-122.21,1,022202,53,033
979,98040,WA,47.56,-122.23,4,024601,53,033
980,98058,WA,47.44,-122.12,2,031907,53,033
981,98059,WA,47.5,-122.11,1,031903,53,033
982,98102,WA,47.64,-122.33,3,006100,53,033
983,98103,WA,47.67,-122.34,1,004600,53,033
984,98105,WA,47.66,-122.3,1,005302,53,033
985,98109,WA,47.63,-122.34,1,006700,53,033
986,98110,WA,47.6,-122.5,2,091000,53,035
987,98112,WA,47.62,-122.3,2,007700,53,033
988,98115,WA,47.68,-122.29,3,003900,53,033
989,98118,WA,47.55,-122.26,2,010200,53,033
990,98121,WA,47.61,-122.35,1,008001,53,033
991,98122,WA,47.61,-122.3,2,008800,53,033
992,98133,WA,47.74,-122.34,1,021000,53,033
993,98275,WA,47.91,-122.3,1,042001,53,061
994,98366,WA,47.5,-122.6,1,092801,53,035
995,98370,WA,47.8,-122.6,1,090202,53,035
996,98383,WA,47.68,-122.71,1,090300,53,035
997,98405,WA,47.25,-122.47,1,061200,53,053
998,98466,WA,47.22,-122.54,2,072307,53,053
999,98503,WA,47.03,-122.8,2,011410,53,067
1000,98592,WA,47.32,-123.06,1,960500,53,045
1001,98607,WA,45.7,-122.4,1,040603,53,011
1002,98685,WA,45.72,-122.69,1,040909,53,011
1003,98802,WA,47.5,-120.2,3,950200,53,017
1004,98815,WA,47.5,-120.5,1,960500,53,007
1005,98826,WA,47.7,-120.8,1,960200,53,007
1006,98921,WA,46.4,-120.2,1,002200,53,077
1007,99201,WA,47.66,-117.44,1,002300,53,063
1008,99203,WA,47.63,-117.41,1,004200,53,063
1009,99354,WA,46.5,-119.5,4,012000,53,005
1010,99362,WA,46.1,-118.3,2,920200,53,071
1011,99801,AK,58.0,-134.0,4,000300,02,105
