1007,MA,42.3,-72.4,1,820204,25,015
1060,MA,42.33,-72.63,1,821904,25,015
1096,MA,42.4,-72.8,2,822606,25,015
1453,MA,42.52,-71.77,1,709100,25,027
1460,MA,42.54,-71.49,1,324101,25,017
1532,MA,42.32,-71.63,1,740102,25,027
1540,MA,42.12,-71.85,1,753100,25,027
1720,MA,42.49,-71.44,1,363103,25,017
1754,MA,42.43,-71.45,1,364102,25,017
1770,MA,42.23,-71.37,1,386100,25,017
1776,MA,42.39,-71.42,1,365100,25,017
1833,MA,42.72,-70.98,3,265102,25,009
1876,MA,42.61,-71.23,1,315200,25,017
1886,MA,42.59,-71.44,1,318300,25,017
1890,MA,42.45,-71.15,1,338300,25,017
1906,MA,42.47,-71.01,4,208300,25,009
